id,sales_unit_id,user_id,credit_type,credit_percent,credit_amount,source_system,created_at
e0aee68c-b658-4f6f-ba21-663b9e00bd03,09b24b88-c2a5-4395-b4d1-9a4964c2caf7,575f193f-1ef4-4599-be01-a308f1fa8745,primary_ae,0.7256,168970.35,generated,2026-09-04T17:56:35.136911+00:00
8d5eb426-88e4-45af-85c8-a34d471ebae5,09b24b88-c2a5-4395-b4d1-9a4964c2caf7,526c0654-ca12-44f6-aabf-84f5cadc0933,sdr_sourced,0.1704,39681.02,generated,2026-09-04T17:56:35.136920+00:00
e328db9b-35e8-4664-ab8d-2b51ec9dd9d5,09b24b88-c2a5-4395-b4d1-9a4964c2caf7,f4065a66-ac1e-4bf8-a66d-70bd1dcb0d95,overlay_specialist,0.104,24218.46,generated,2026-09-04T17:56:35.136928+00:00
b300bff9-c51e-4dc4-a992-d27ac8be881b,592caa1b-13b9-40a7-a3ac-89ba57e5a1ae,f4065a66-ac1e-4bf8-a66d-70bd1dcb0d95,primary_ae,0.7232,135053.07,generated,2026-09-04T17:56:35.136938+00:00
5c38ff58-ccd1-455d-9ee4-dc9a0fb30cf6,592caa1b-13b9-40a7-a3ac-89ba57e5a1ae,d08ec85b-3215-4a66-8391-9597c151ee15,sdr_sourced,0.1489,27806.14,generated,2026-09-04T17:56:35.136946+00:00
16b0e779-8d68-4269-b5e4-3b5b4113ad3c,592caa1b-13b9-40a7-a3ac-89ba57e5a1ae,d08ec85b-3215-4a66-8391-9597c151ee15,overlay_specialist,0.1278,23865.85,generated,2026-09-04T17:56:35.136953+00:00
e852870c-9c61-4010-be4e-13b95685d762,dfc09664-4906-49be-b527-48481163d767,575f193f-1ef4-4599-be01-a308f1fa8745,primary_ae,0.7779,274410.49,generated,2026-09-04T17:56:35.136962+00:00
dd9b9dde-8c6c-4969-a5ed-2364e4497142,dfc09664-4906-49be-b527-48481163d767,9f678c9a-5f3a-4b54-8c26-699b2c480d00,sdr_sourced,0.1334,47057.92,generated,2026-09-04T17:56:35.136969+00:00
1dd02070-0ee1-4be4-a9aa-43fb4303dd4b,dfc09664-4906-49be-b527-48481163d767,9f678c9a-5f3a-4b54-8c26-699b2c480d00,overlay_specialist,0.0887,31289.64,generated,2026-09-04T17:56:35.136975+00:00
4177eab6-7587-4a71-bb64-b619461c3f1e,3d382bf4-2a3b-40da-8a5b-1b65a024e820,d5d2e36d-0951-4484-9e67-34e108dfd927,primary_ae,0.7321,328317.08,generated,2026-09-04T17:56:35.136983+00:00
