rep_id,period,amount,account_id,deal_id,revenue_type,contract_term_months,recognition_start_date
2e84bd52-7df5-459d-ab52-be0a4951d0d7,2026-02,7696.69,34463281-80ea-46c1-9b75-d2580726a3a6,bde05320-155c-4ea4-806c-eaac181ea29c,new_logo,24,2026-02-01
2e84bd52-7df5-459d-ab52-be0a4951d0d7,2026-03,7696.69,34463281-80ea-46c1-9b75-d2580726a3a6,bde05320-155c-4ea4-806c-eaac181ea29c,new_logo,24,2026-03-01
2e84bd52-7df5-459d-ab52-be0a4951d0d7,2026-04,7696.69,34463281-80ea-46c1-9b75-d2580726a3a6,bde05320-155c-4ea4-806c-eaac181ea29c,new_logo,24,2026-04-01
2e84bd52-7df5-459d-ab52-be0a4951d0d7,2026-05,7696.69,34463281-80ea-46c1-9b75-d2580726a3a6,bde05320-155c-4ea4-806c-eaac181ea29c,new_logo,24,2026-05-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-03,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-03-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-04,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-04-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-05,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-05-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-06,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-06-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-07,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-07-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-08,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-08-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-09,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-09-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-10,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-10-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-11,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-11-01
87471b18-bfc0-4214-98fc-51cac106e539,2025-12,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2025-12-01
87471b18-bfc0-4214-98fc-51cac106e539,2026-01,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2026-01-01
87471b18-bfc0-4214-98fc-51cac106e539,2026-02,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2026-02-01
87471b18-bfc0-4214-98fc-51cac106e539,2026-03,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2026-03-01
87471b18-bfc0-4214-98fc-51cac106e539,2026-04,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2026-04-01
87471b18-bfc0-4214-98fc-51cac106e539,2026-05,6170.66,d860db34-f8a9-40d1-abf1-af5cbdd6b7fb,22bc163d-7f7f-49b1-9dbe-78613e80a6e8,renewal,36,2026-05-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2026-04,6263.15,7a4b0ab6-6350-47bd-81fa-30465b497e87,5d5f5be0-6faf-46f2-a42f-69d82ef605e3,renewal,24,2026-04-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2026-05,6263.15,7a4b0ab6-6350-47bd-81fa-30465b497e87,5d5f5be0-6faf-46f2-a42f-69d82ef605e3,renewal,24,2026-05-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-05,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-05-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-06,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-06-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-07,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-07-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-08,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-08-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-09,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-09-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-10,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-10-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-11,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-11-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2025-12,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2025-12-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2026-01,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2026-01-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2026-02,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2026-02-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2026-03,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2026-03-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2026-04,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2026-04-01
ed7d7474-e7ef-44b6-aab3-0ba018420e1c,2026-05,11339.2,cb3e9962-e380-4596-9b50-3775ca3df8e4,70ffea41-9687-41d6-abbe-1d889fe4e78e,renewal,36,2026-05-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2025-07,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2025-07-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2025-08,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2025-08-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2025-09,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2025-09-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2025-10,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2025-10-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2025-11,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2025-11-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2025-12,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2025-12-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2026-01,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2026-01-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2026-02,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2026-02-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2026-03,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2026-03-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2026-04,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2026-04-01
2f1fc9c6-62e9-4db7-beba-707ee6a1d81a,2026-05,9798.83,0c2b02d8-32c8-45c5-8b7e-10fd3c722ee6,279309c6-0962-46dc-8f4c-462207b47075,renewal,36,2026-05-01
