id,external_id,opportunity_id,account_id,owner_user_id,booked_date,amount,currency,source_system,created_at
60be085d-4800-40b4-899f-5dcb378fa8c7,SU-2622a8ed,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,36b867f7-07f5-4595-85fb-d54836ad3f54,036a993a-ec65-4f2c-b9eb-26af64345965,2025-12-11,184720.44,USD,generated,2026-09-01T16:48:35.856599+00:00
73b3a7a7-adf6-4820-8f97-b5c0ca90e937,SU-d6cd0a3f,d6cd0a3f-3aae-4d82-ae6f-bf613704a590,3ca44c22-b825-4ae1-9022-04207725eedc,dfce1378-1a7b-4172-84bc-7beaaa840688,2026-09-02,150095.17,USD,generated,2026-09-01T16:48:35.856606+00:00
4265e8c2-eba0-4d18-9a9a-eeffae816c3d,SU-061761c2,061761c2-89bf-4ced-bd6f-c91a24f416ef,8b6e5eab-b553-4223-977a-d86be4ec8f6c,008a4f5b-39ee-45bf-92d9-890229bd5292,2026-12-16,359085.72,USD,generated,2026-09-01T16:48:35.856610+00:00
295a013a-c422-41e4-acab-80bfac3f9736,SU-a7f0888b,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,31ddee65-4201-4e1e-b871-a619e8464682,008a4f5b-39ee-45bf-92d9-890229bd5292,2024-07-20,408211.14,USD,generated,2026-09-01T16:48:35.856614+00:00
45a8bc72-f4ee-43d7-9f98-acba5dd9a3dc,SU-35a01a8a,35a01a8a-a118-4cf8-a8e4-b40b5f033339,d4a877c1-8f11-467f-ba1a-0aab282d0c0c,dfce1378-1a7b-4172-84bc-7beaaa840688,2024-08-05,352758.05,USD,generated,2026-09-01T16:48:35.856618+00:00
ff42c2d8-115d-4815-9fad-e99ebe04d7e8,SU-f41cb9c0,f41cb9c0-ecbc-4b15-aabc-f854e16c0402,bfd488d0-a54c-4754-a820-6e5010b6c6a0,036a993a-ec65-4f2c-b9eb-26af64345965,2024-04-18,396520.78,USD,generated,2026-09-01T16:48:35.856621+00:00
72b25cb7-07a2-4c56-aefb-dd9ccf538612,SU-3abaf655,3abaf655-945e-4ddf-96e3-525b4a723669,dc5fe450-9ad0-48fb-80b2-738e68097c35,008a4f5b-39ee-45bf-92d9-890229bd5292,2024-06-19,104611.37,USD,generated,2026-09-01T16:48:35.856625+00:00
b19c8081-ac7b-4c5d-a8cd-9552be7a1755,SU-50280ab3,50280ab3-01b9-47bd-a7b6-49e8fdc0d317,32576999-3661-40c7-bc3f-9720d960f4fa,d698972b-e7cd-4f50-abf0-ebf29e338d60,2026-07-16,277150.17,USD,generated,2026-09-01T16:48:35.856629+00:00
203b0fc1-5f8f-49ab-b436-e2cb52e4ec19,SU-3dfe32ca,3dfe32ca-7684-422b-bd72-122b12d3a423,d6d2560c-ca4a-4295-b0b5-7f80509b48ef,dfce1378-1a7b-4172-84bc-7beaaa840688,2026-03-26,174790.11,USD,generated,2026-09-01T16:48:35.856632+00:00
0a513c69-fa5f-4ccc-954b-37e844b617a5,SU-048d41da,048d41da-9904-401b-97aa-c5f877a76ce5,9241808d-e1a1-481e-b1a3-cea175b7aa0b,dfce1378-1a7b-4172-84bc-7beaaa840688,2024-03-06,221171.46,USD,generated,2026-09-01T16:48:35.856635+00:00
ec3808a6-12ef-48c1-b3dd-75d6d4bfd0ce,SU-3b2cf62d,3b2cf62d-56fb-40fa-88f7-e444bae1cd90,45d9c1ff-0b3e-438c-a3ba-dcdcdcbffcec,4c789afb-4bea-4d1f-bdab-419243262d97,2027-01-16,175215.48,USD,generated,2026-09-01T16:48:35.856638+00:00
d15a6338-fbb4-45af-9ff7-a6e69ba6cb42,SU-fcdd98b9,fcdd98b9-20d3-4b4e-8775-0929979c2b56,98d9c3c9-38e7-4c9d-9a6b-c45f10e2ff2b,d698972b-e7cd-4f50-abf0-ebf29e338d60,2026-09-25,101539.79,USD,generated,2026-09-01T16:48:35.856642+00:00
