rep_id,period,months_since_hire,ramp_factor,quota_at_ramp,full_quota,is_ramping
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-09,53,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-08,52,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-07,51,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-06,50,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-05,49,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-04,48,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-03,47,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-02,46,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2026-01,45,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2025-12,44,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2025-11,43,1.0,50000.0,50000.0,false
1a36a3ec-bd73-49c2-800e-d7eeb3a11e19,2025-10,42,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-09,64,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-08,63,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-07,62,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-06,61,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-05,60,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-04,59,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-03,58,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-02,57,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2026-01,56,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2025-12,55,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2025-11,54,1.0,50000.0,50000.0,false
6b435a44-164c-47c7-80a0-718d6caed9a6,2025-10,53,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-09,74,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-08,73,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-07,72,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-06,71,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-05,70,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-04,69,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-03,68,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-02,67,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2026-01,66,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2025-12,65,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2025-11,64,1.0,50000.0,50000.0,false
48b47088-938a-4f9c-aa0b-e4a5dff5ed2a,2025-10,63,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-09,56,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-08,55,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-07,54,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-06,53,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-05,52,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-04,51,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-03,50,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-02,49,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2026-01,48,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2025-12,47,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2025-11,46,1.0,50000.0,50000.0,false
e6a8c0ba-3ce7-4a70-a60f-e4109e73d44b,2025-10,45,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-09,87,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-08,86,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-07,85,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-06,84,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-05,83,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-04,82,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-03,81,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-02,80,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2026-01,79,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2025-12,78,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2025-11,77,1.0,50000.0,50000.0,false
ecb1eac3-eea8-4c42-b232-81a7ad71d35b,2025-10,76,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-09,51,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-08,50,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-07,49,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-06,48,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-05,47,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-04,46,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-03,45,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-02,44,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2026-01,43,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2025-12,42,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2025-11,41,1.0,50000.0,50000.0,false
6581e752-5503-463c-81be-fd114c608839,2025-10,40,1.0,50000.0,50000.0,false
ee43f1c6-2c23-4834-a33e-57f5055eda73,2026-09,46,1.0,50000.0,50000.0,false
