id,plan_id,name,metric_name,threshold_min,threshold_max,rate,accelerator_rate,bonus_amount,rollup_enabled,rollup_pct,carryover_enabled,carryover_cap,source_system,created_at
b88b50c8-5c31-4873-9143-967c601f1758,8a6719a8-cebd-417e-8acb-972325a1fa4c,Tier 1 Rule,attainment_pct,0,79.99,0.03,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736147+00:00
0bb6eb6a-47ff-4156-a451-6bf35ef14fb2,8a6719a8-cebd-417e-8acb-972325a1fa4c,Tier 2 Rule,attainment_pct,80,99.99,0.05,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736152+00:00
055e95ff-2b00-46e0-a33b-98c1f76f936f,8a6719a8-cebd-417e-8acb-972325a1fa4c,Tier 3 Rule,attainment_pct,100,119.99,0.08,0.01,2000,false,0.0,true,5000.0,generated,2026-09-01T16:48:39.736157+00:00
3e249c12-032a-41e4-b9ac-fa50535090db,8a6719a8-cebd-417e-8acb-972325a1fa4c,Tier 4 Rule,attainment_pct,120,999.0,0.1,0.02,2000,true,0.15,true,10000.0,generated,2026-09-01T16:48:39.736163+00:00
5a7cafe9-7393-4c1c-86cd-b7485f8343a6,df5b87ce-7854-4223-ab52-d60969207564,Tier 1 Rule,attainment_pct,0,79.99,0.03,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736168+00:00
7ecf9057-9f14-486b-91a0-2f2dfe14271a,df5b87ce-7854-4223-ab52-d60969207564,Tier 2 Rule,attainment_pct,80,99.99,0.05,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736173+00:00
197f539b-9fd6-46c1-ac66-8d352c669ddd,df5b87ce-7854-4223-ab52-d60969207564,Tier 3 Rule,attainment_pct,100,119.99,0.08,0.01,2000,false,0.0,true,5000.0,generated,2026-09-01T16:48:39.736177+00:00
f70f1208-050c-4240-ad1b-e38fa4093434,df5b87ce-7854-4223-ab52-d60969207564,Tier 4 Rule,attainment_pct,120,999.0,0.1,0.02,2000,true,0.15,true,10000.0,generated,2026-09-01T16:48:39.736181+00:00
94167902-7431-42cb-8854-bb17c051ef86,4be2ca44-7abd-4393-b584-7840be96d976,Tier 1 Rule,attainment_pct,0,79.99,0.03,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736185+00:00
b782c43d-a2c0-4bb4-9b59-bb98ab03ed37,4be2ca44-7abd-4393-b584-7840be96d976,Tier 2 Rule,attainment_pct,80,99.99,0.05,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736188+00:00
fe08af0d-f231-46ce-8838-62c4fb54f9b5,4be2ca44-7abd-4393-b584-7840be96d976,Tier 3 Rule,attainment_pct,100,119.99,0.08,0.01,2000,false,0.0,true,5000.0,generated,2026-09-01T16:48:39.736192+00:00
71cb96ac-e531-4b7a-b464-9a9155e93dd3,4be2ca44-7abd-4393-b584-7840be96d976,Tier 4 Rule,attainment_pct,120,999.0,0.1,0.02,2000,true,0.15,true,10000.0,generated,2026-09-01T16:48:39.736196+00:00
0bcbd911-f931-47b0-8fb2-e0a8d39034f2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,Tier 1 Rule,attainment_pct,0,79.99,0.03,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736200+00:00
3a34f33e-0a04-454b-bb7a-c46db7714c6b,e9fabc86-1df7-48eb-9b29-e47895a3b65d,Tier 2 Rule,attainment_pct,80,99.99,0.05,0.0,0,false,0.0,false,0.0,generated,2026-09-01T16:48:39.736203+00:00
8d679768-6f59-4c27-a3db-cd20c3d84cbf,e9fabc86-1df7-48eb-9b29-e47895a3b65d,Tier 3 Rule,attainment_pct,100,119.99,0.08,0.01,2000,false,0.0,true,5000.0,generated,2026-09-01T16:48:39.736207+00:00
3a267282-e5fc-4081-8ac5-ccb00b53ebf0,e9fabc86-1df7-48eb-9b29-e47895a3b65d,Tier 4 Rule,attainment_pct,120,999.0,0.1,0.02,2000,true,0.15,true,10000.0,generated,2026-09-01T16:48:39.736211+00:00
