id,user_id,manager_user_id,source_system,created_at
ddf85fa3-e081-4810-b330-399c7140eb37,6416bec8-9da7-44d5-a06b-efec2f9528d8,,generated,2026-07-01T20:19:10.093763+00:00
34df70d7-c847-4436-9c54-7e594de32532,e65e297f-4218-43d7-96ef-f7b781e2cf9c,6416bec8-9da7-44d5-a06b-efec2f9528d8,generated,2026-07-01T20:19:10.093767+00:00
4ec8b900-5ba0-4566-9d70-a07d6a8b0129,a670b503-7f8a-4e15-8f6a-63b63a32d83f,6416bec8-9da7-44d5-a06b-efec2f9528d8,generated,2026-07-01T20:19:10.093771+00:00
8a991905-a128-44a8-88ef-91760660c069,a6c0413f-dd65-4809-8846-532dd0cfe87e,6416bec8-9da7-44d5-a06b-efec2f9528d8,generated,2026-07-01T20:19:10.093774+00:00
73304dc9-0c0a-4fb6-9b87-bdf465a33798,18f91e7c-5929-4d5e-b4b0-1d355575fa38,e65e297f-4218-43d7-96ef-f7b781e2cf9c,generated,2026-07-01T20:19:10.093777+00:00
6c318f36-f6ef-49db-9288-b501d4bbd328,30ca4171-0eff-47a0-a171-7d63ae236bb0,a670b503-7f8a-4e15-8f6a-63b63a32d83f,generated,2026-07-01T20:19:10.093780+00:00
d676e68b-fb36-4f50-ab49-29346edd0344,76232a10-de27-4d76-b0cc-03d5889ed059,a6c0413f-dd65-4809-8846-532dd0cfe87e,generated,2026-07-01T20:19:10.093783+00:00
3523d209-b4e4-40fc-ac0f-b9684d8a19a7,efb7b22e-1466-4151-abb7-f51ff235b5e7,e65e297f-4218-43d7-96ef-f7b781e2cf9c,generated,2026-07-01T20:19:10.093786+00:00
0559ef9e-7b53-4e04-bc24-7308833f7ff3,b675f7c8-70a1-4a4d-83b8-b0b05eaf2978,a670b503-7f8a-4e15-8f6a-63b63a32d83f,generated,2026-07-01T20:19:10.093789+00:00
553172c6-90a5-4bdd-ac27-7dc8b8eec76c,0a8c7ad8-7ff8-4786-93e6-3839947e3bf8,a6c0413f-dd65-4809-8846-532dd0cfe87e,generated,2026-07-01T20:19:10.093792+00:00
5a2a3371-ae4c-40ff-bb11-436e8f0b6b22,8f0b2d71-77f6-40c1-88d7-c3d8757bb43d,e65e297f-4218-43d7-96ef-f7b781e2cf9c,generated,2026-07-01T20:19:10.093795+00:00
8b7ef20a-1b75-48df-8f24-0d001383c0e7,25b0e4be-cec9-445c-86e7-c36559163034,a670b503-7f8a-4e15-8f6a-63b63a32d83f,generated,2026-07-01T20:19:10.093798+00:00
49caa0f6-50ab-4cee-b670-bb6b531c4943,3fa46a24-317d-4c55-b0e7-dec92d9b80be,a6c0413f-dd65-4809-8846-532dd0cfe87e,generated,2026-07-01T20:19:10.093801+00:00
843a999a-d872-424e-a1d7-1d2237edb878,a484feef-a162-4642-a74b-ac25da67030b,e65e297f-4218-43d7-96ef-f7b781e2cf9c,generated,2026-07-01T20:19:10.093804+00:00
2e49c65e-3042-46c3-9832-4e1bc8bc9934,31498ac0-bf25-4fdd-8e14-695daf829ad0,a670b503-7f8a-4e15-8f6a-63b63a32d83f,generated,2026-07-01T20:19:10.093807+00:00
