id,sales_unit_id,user_id,credit_type,credit_percent,credit_amount,source_system,created_at
9e49ae94-8a74-4b52-9aad-e8ede61a0d0a,d7f30cc7-7c78-4bc8-8f0b-3eb8c3d83722,f5334114-511f-4f6a-8f3c-74d28c1386c2,primary_ae,1.0,27644.22,generated,2026-09-01T16:48:39.740859+00:00
b82b1b3a-1ab9-4aed-9d07-5a5eba961b4f,249f4674-6df0-407b-bc2e-2a1a4d610dc4,deee41fb-4f68-4d59-8a54-766b7ad373c7,primary_ae,1.0,17233.85,generated,2026-09-01T16:48:39.740866+00:00
502f3d1b-088e-4036-b873-044273df090b,f35499a9-8f35-4e69-ba19-b9556ee73014,11d26a12-fbd7-4fab-a129-30a4b12a2caa,primary_ae,1.0,42777.14,generated,2026-09-01T16:48:39.740871+00:00
f980eed3-56f1-4471-9a54-157d9ce8bd17,74c27ab6-cd25-490f-a3e4-736f6878cae0,d42e8b4d-03c4-40db-8d9c-c0af3a2cd326,primary_ae,1.0,44586.48,generated,2026-09-01T16:48:39.740876+00:00
b8a24e51-b3b3-4e41-89e7-6b4b1cc546c6,a4ee79c9-6c4b-4c9e-a9e6-ef727408826e,f5334114-511f-4f6a-8f3c-74d28c1386c2,primary_ae,1.0,14333.03,generated,2026-09-01T16:48:39.740880+00:00
a2eb5803-1019-43a7-86c7-9eb6be03da75,f0ec9bc5-9df5-469b-ab1d-6a8c5b756f88,702c532f-ca49-43eb-99ab-f2ac307eeed3,primary_ae,1.0,29753.84,generated,2026-09-01T16:48:39.740885+00:00
552c94b1-3dde-4dac-8046-87400f74d4a5,954f3eba-d26b-409c-ac19-77039a50dec7,f5334114-511f-4f6a-8f3c-74d28c1386c2,primary_ae,1.0,34602.13,generated,2026-09-01T16:48:39.740889+00:00
7059176e-92d4-4fad-8bae-acf896507ed6,a27d19b5-c292-4b21-af23-e4a48f0c1fe2,24a0c836-5031-4de3-b3c9-2a32238d877e,primary_ae,1.0,25851.94,generated,2026-09-01T16:48:39.740894+00:00
3615b8d4-b33b-4fba-87ea-1ee4b2525173,0d4eddec-8744-49a7-8d17-e189cb3edeb8,70ce7b4a-1b36-4e0c-8de2-12302c339003,primary_ae,1.0,11299.31,generated,2026-09-01T16:48:39.740898+00:00
4c04a7eb-4939-4ff4-9788-5dc62de77314,3a65e1dd-abfe-4e5f-bfff-f1d33eb90e6b,deee41fb-4f68-4d59-8a54-766b7ad373c7,primary_ae,1.0,36126.29,generated,2026-09-01T16:48:39.740902+00:00
b38556a5-b5c7-445d-91cb-5721e6cc39a8,62ffaf6f-5639-441b-9c11-41e4935df7c8,267f073a-4995-4f69-a38c-ad618b556e02,primary_ae,1.0,15001.19,generated,2026-09-01T16:48:39.740907+00:00
033b14c1-1db5-4deb-803c-d4487e5aa2c1,796bdb7d-f080-4dbe-9e93-3f35c9d01d36,70ce7b4a-1b36-4e0c-8de2-12302c339003,primary_ae,1.0,37823.49,generated,2026-09-01T16:48:39.740911+00:00
