id,account_id,rep_id,name,product,stage,amount,close_probability,expected_close_date,actual_close_date,created_at
547632dc-0d9d-4404-8cae-92cb35434456,9ac327d6-67c5-4489-b00e-49b5a03c97e7,2f57768e-edff-4eae-9153-eaeca2be9514,Seize Open-Source Methodologies Deal,Enterprise Suite,Closed Won,27644.22,97,2025-12-03,2025-11-21,2025-09-24T08:10:50
3c48cfd6-4d6e-4e40-b746-90ec06a2704d,23ee1932-d4b2-4523-8b55-2d9140936bf7,f61e3218-5e2d-439b-8b66-aad1cb7e037e,Drive Mission-Critical E-Services Deal,Pro Platform,Closed Won,17233.85,100,2026-04-12,2026-04-12,2026-03-15T09:52:50
c0123a49-b431-4e5c-a39d-3e4e3e58e558,db532b35-aff1-44e2-b377-4d16b5711bff,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,Target Strategic Web Services Deal,Growth Package,Proposal,20323.17,43,2024-01-29,,2023-11-25T11:41:32
5509b39e-6687-4a8a-843f-49f0fdf52913,4f005c73-5e7e-4d72-99d1-60cf294b541c,fc933254-1509-4dc5-9dbf-67455f3bd728,Maximize Proactive Platforms Deal,Starter Plan,Closed Lost,11343.8,8,2026-11-03,2026-10-23,2026-09-01T08:02:06
5e1b7cf3-a5d1-4760-97d4-b537f2b7f376,4f005c73-5e7e-4d72-99d1-60cf294b541c,564f69a7-9964-449d-a1ae-4e07a409b8a6,Monetize Bleeding-Edge Info-Mediaries Deal,Data Add-on,Proposal,38341.49,53,2025-05-11,,2025-03-13T06:16:02
7784c012-abf2-4bc4-864b-891ecc8cb8c0,cd09a6e7-d9ea-444d-b6bf-8516155aa946,fc933254-1509-4dc5-9dbf-67455f3bd728,Synergize Bleeding-Edge Markets Deal,AI Insights,Closed Won,42777.14,96,2026-10-07,2026-09-18,2026-07-24T11:27:04
d11f0372-6209-45fe-85ed-e256a95a8746,05f6b4e4-ab16-4eb9-a584-53876aba9ee7,645d5f16-eab8-4b66-b614-b170c42fcd94,Disintermediate Transparent Supply-Chains Deal,Enterprise Suite,Closed Won,44586.48,100,2024-08-15,2024-08-11,2024-07-10T10:25:44
6a794004-6473-4d3f-89ef-347b06433190,a931bccb-944b-4137-bf11-b4634e750398,e86a69d9-3595-4c07-9821-248f968e091d,Incubate Transparent Portals Deal,Pro Platform,Negotiation,25852.99,84,2026-02-02,,2025-12-06T18:19:25
56e0367b-70ea-4b3f-8c2e-7ffce9898732,8a673a64-93e7-424f-b02e-b8cbed72774f,e86a69d9-3595-4c07-9821-248f968e091d,Transition Out-Of-The-Box Platforms Deal,Growth Package,Proposal,36899.16,49,2025-11-25,,2025-09-15T14:43:13
2901b601-3ea4-4d0a-b17f-e0a699aedb30,db532b35-aff1-44e2-b377-4d16b5711bff,2f57768e-edff-4eae-9153-eaeca2be9514,Re-Contextualize User-Centric Partnerships Deal,Starter Plan,Closed Won,14333.03,100,2023-12-25,2023-12-16,2023-11-17T19:21:05
623160de-6243-4697-8143-e525a8317d7e,6bfb437e-fa0e-4531-a017-2d8671bbfd53,e86a69d9-3595-4c07-9821-248f968e091d,Monetize Virtual Initiatives Deal,Data Add-on,Qualification,6343.4,34,2024-07-15,,2024-05-16T02:29:26
6e4409fe-5851-42d2-8ec7-f36c3b54d4b4,ef4eae54-db6e-4aa0-bbfb-86561cebf8c3,564f69a7-9964-449d-a1ae-4e07a409b8a6,Deliver Rich Bandwidth Deal,AI Insights,Proposal,26980.91,35,2024-04-16,,2024-02-23T03:49:27
b51d81b9-a91a-4b34-ab25-99ae75199186,da846000-e859-4ee2-9c06-9bd273059b85,2f57768e-edff-4eae-9153-eaeca2be9514,Unleash Rich Schemas Deal,Enterprise Suite,Proposal,7762.01,38,2024-07-26,,2024-05-28T14:08:51
b5b268fa-3ad2-4cc3-807b-6d11a42d2c89,2ad53939-f2e3-4e67-b526-227da738bd3c,2f57768e-edff-4eae-9153-eaeca2be9514,Evolve Holistic E-Business Deal,Pro Platform,Negotiation,57252.18,81,2026-08-05,,2026-05-20T13:53:58
3256268e-3ad2-4008-95b2-36a93571330c,ecf8195f-7b2b-4256-904b-6acacf411616,ec847390-1f72-4f2c-aece-d6c8a794b9e6,Expedite 24/365 Relationships Deal,Growth Package,Closed Won,29753.84,100,2026-03-04,2026-02-12,2025-12-27T08:49:49
61187db1-8aed-44a5-9133-7b246518955c,5d2c0ef0-9fb8-4b02-ad22-9907bdb30882,e86a69d9-3595-4c07-9821-248f968e091d,Extend Visionary Networks Deal,Starter Plan,Proposal,44244.97,45,2024-06-15,,2024-05-11T17:05:08
3798e31e-c9d4-420b-bf3e-838227766f70,b2d9aee6-5a52-43d6-85a8-d28703e82cb9,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,Extend B2C Initiatives Deal,Data Add-on,Negotiation,8532.59,79,2025-01-25,,2024-11-18T13:03:13
9d4f643d-e621-4672-8989-1b3676ad7b0d,b2d9aee6-5a52-43d6-85a8-d28703e82cb9,f61e3218-5e2d-439b-8b66-aad1cb7e037e,Utilize Strategic Web Services Deal,AI Insights,Closed Lost,6074.26,2,2026-07-18,2026-06-21,2026-05-19T15:00:22
55ce10b0-c496-4aff-be38-1c4b7253ab32,4f005c73-5e7e-4d72-99d1-60cf294b541c,2f57768e-edff-4eae-9153-eaeca2be9514,Deploy World-Class Initiatives Deal,Enterprise Suite,Closed Won,34602.13,100,2026-01-11,2025-12-27,2025-11-26T07:31:14
69d34527-3b4b-440e-bd74-b50ac19171c5,3e456768-ee73-45b5-a625-2539f778956b,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,Facilitate Mission-Critical Action-Items Deal,Pro Platform,Proposal,42352.8,49,2024-12-09,,2024-11-06T04:39:34
4d03adfb-5c8d-41cb-ac5f-0b9d9b57c3d9,c0069596-2061-4984-b63b-9aba8714beb0,fc933254-1509-4dc5-9dbf-67455f3bd728,Exploit Next-Generation Models Deal,Growth Package,Prospecting,40351.23,5,2024-03-03,,2024-01-15T01:16:24
29f78b11-32a0-42f1-bf6f-bdd10838f580,d6d107b8-5306-4e3e-ab80-a0c44022a4a4,9895fd25-57cb-467c-b4fe-dab4d011b85f,Extend Visionary Experiences Deal,Starter Plan,Closed Won,25851.94,100,2026-03-04,2026-02-09,2025-12-27T08:53:05
899f4291-ecd9-413e-a8ec-375a0b0c5c7e,b090d383-340d-42b5-962e-ea45dadf031c,fc933254-1509-4dc5-9dbf-67455f3bd728,Monetize Sticky Eyeballs Deal,Data Add-on,Closed Lost,24247.82,10,2025-11-19,2025-10-24,2025-09-25T01:48:01
