id,name,industry,employee_count,annual_revenue
9358918b-e818-4c9a-9f14-0ac67e4ff9b3,Flores and Sons,Healthcare,100,330215660.55
fccf40a8-f5a1-4652-a2a2-357b9fca088e,Gilbert-Cantrell,Manufacturing,100,133263257.84
3ca6c89d-65f2-4391-802d-8d019ece48c5,Knox-Meza,Logistics,1000,212145832.16
1fbd8373-99bb-4ac0-a6d6-39b5050d822b,Jenkins PLC,Healthcare,1000,377877333.12
191af725-7e5a-4c8a-afbe-366659f46250,"Phillips, Gomez and Perez",Media,100,356761537.44
df609e2f-a2b9-4cf6-9c8d-1193c47239a0,"Hebert, Miller and Mendoza",Retail,5000,325289150.76
bc4636a6-2444-441c-985a-0b25e477b5be,Ward LLC,Retail,1000,226291584.55
2f6371f6-2668-4524-b0c0-39029b147cff,Buckley-Molina,Healthcare,100,32948922.27
e26a2a8e-cb1a-43ce-8bb5-81dd4d664643,Irwin-Luna,SaaS,1000,277406839.69
afe0a19f-7b65-44a0-8be9-3cc1d514ceac,Rivera Group,Manufacturing,100,4588228.65
4451f396-e044-4128-8b34-1dbf63fe62c6,Thompson-Johnson,Media,5000,30378009.67
b64083d5-9130-44c9-9a96-30997acc97b6,"Bishop, Parker and Robertson",SaaS,50,429958064.73
2feae1d7-c68b-4f02-ab06-34996a355de5,Crawford-Phelps,SaaS,1000,119764312.55
12510ba9-b858-45c8-97d6-ba61fff95cc0,"Williams, Baker and Martin",Media,500,107904166.88
879f3214-58bc-4a75-815f-20c3a176e8f5,"Paul, Williams and Wong",Healthcare,5000,467821606.05
14645904-d094-466e-bc85-455f233f64a1,"Glass, Morrow and Lopez",Manufacturing,1000,236862842.13
b1b82111-419e-4a0a-877b-88a21c028d59,"Smith, Rice and Jensen",Logistics,500,403941001.89
81e810f9-aed6-4493-8ac3-ee656ddf5152,Morris-Richards,Healthcare,50,49368476.3
8ef24b99-3794-4266-990f-e7ef49148233,"Weeks, Bright and Lee",Retail,250,212365732.89
670a042f-1c5f-41e7-aa39-d3ba72f9d666,Wright PLC,Retail,10000,364808848.88
53a4a0cb-2e44-492c-bead-5d998fd36685,"Gonzalez, Stout and Bennett",Media,5000,492098440.47
48eaa606-2337-45f6-ab38-e172be3223d2,Andrews PLC,SaaS,50,201908019.77
b89dc841-176c-4758-bae6-3d3957311785,"Turner, Green and Wise",Finance,10000,430974595.64
cdc8ae0b-a83a-42df-89b5-2101df356464,"Carson, Coleman and Sullivan",Healthcare,100,95914245.31
930f6ff0-7581-4358-8e3a-a249eb6baa4f,House Ltd,Retail,100,211518938.28
2c881b44-21a9-485d-b1a1-53f0cc458146,Turner-Smith,Finance,500,125653417.49
5c98937f-d40d-4a92-8514-05e57fb2c2e5,Baker-Gates,SaaS,500,404203100.12
fc56ce9f-03f3-40d2-ba52-6b9256063e03,Park-Macias,Logistics,1000,49856455.37
2061aaad-27c4-47bf-85a4-4e537272af24,"Becker, Stanton and Marsh",Media,1000,418177764.95
a5a074f7-3050-4e22-b014-e95bc9a5ae07,"Goodman, Allen and Gonzalez",SaaS,10000,424499171.47
3b27fbcc-d1f7-447f-838b-178f2da09ec9,"Estrada, Rocha and Garcia",Healthcare,500,243334921.6
e852397e-99f1-415b-acbe-b97645fbe136,Morgan PLC,Healthcare,10000,201119105.98
946611f6-978a-40fe-9454-4efb293dee3f,Ramirez Group,SaaS,100,190107586.37
9ac5195d-4143-47aa-a199-2975c313c8ae,"Knight, Parsons and White",Retail,250,463332518.71
9a794fd7-2c8b-4f31-8e2d-a8751ae1fd97,White PLC,Logistics,500,143339365.24
14a0b8c4-0db0-414e-b311-758accb44710,Myers-Gonzalez,Media,5000,497715922.06
3cd31083-ea02-40ef-bff5-b8d0b9898a38,Russell LLC,Manufacturing,5000,359485729.37
1d9afa11-675f-4637-9254-10a45d9b8e46,Rogers-Tucker,Healthcare,100,149057204.92
