id,external_id,account_id,owner_user_id,source,status,score,created_at,source_system
9887485e-4832-4210-a8d2-939716c3dfb7,LEAD-AD7B6BB4,a931bccb-944b-4137-bf11-b4634e750398,267f073a-4995-4f69-a38c-ad618b556e02,event,new,72.1,2026-09-01T16:48:39.743466+00:00,generated
8206a5ce-af71-4be2-acf5-82bdd8eb2cab,LEAD-4F2699B3,f6ce7c39-fee3-4e75-8016-e55078e69ee0,8fd5709d-74ea-4549-82db-4b0cca6ce586,outbound_sdx,new,45.4,2026-09-01T16:48:39.743475+00:00,generated
6da52a36-eeb9-42c1-a6b7-26eb16c9a1ba,LEAD-59D3F6C8,f6ce7c39-fee3-4e75-8016-e55078e69ee0,8fd5709d-74ea-4549-82db-4b0cca6ce586,event,contacted,29.2,2026-09-01T16:48:39.743482+00:00,generated
0634f88b-4b84-4de3-92a3-70ca6eb2aadf,LEAD-6D486038,f6ce7c39-fee3-4e75-8016-e55078e69ee0,8fd5709d-74ea-4549-82db-4b0cca6ce586,paid_ads,converted,57.4,2026-09-01T16:48:39.743488+00:00,generated
e7688430-edda-462d-89b4-408a6249d903,LEAD-CCFD25F0,d6d107b8-5306-4e3e-ab80-a0c44022a4a4,70ce7b4a-1b36-4e0c-8de2-12302c339003,paid_ads,qualified,90.7,2026-09-01T16:48:39.743495+00:00,generated
2f5bba11-ee5f-472b-a296-210ffb3cec1f,LEAD-0B72A8F1,d6d107b8-5306-4e3e-ab80-a0c44022a4a4,70ce7b4a-1b36-4e0c-8de2-12302c339003,paid_ads,qualified,65.2,2026-09-01T16:48:39.743501+00:00,generated
2840c800-2b3a-4499-bbf3-d9a62ea4eedb,LEAD-DC8FCA4F,d6d107b8-5306-4e3e-ab80-a0c44022a4a4,70ce7b4a-1b36-4e0c-8de2-12302c339003,event,qualified,58.4,2026-09-01T16:48:39.743507+00:00,generated
e4a8b39a-3fe8-41a2-a0e3-a9d97adeb918,LEAD-C206261B,b050e229-4f6a-4b9f-aea6-d127d20fc4fc,267f073a-4995-4f69-a38c-ad618b556e02,inbound_web,disqualified,57.4,2026-09-01T16:48:39.743513+00:00,generated
2450f43e-3083-4f4c-a9bf-5a4684fcb81d,LEAD-1E3F8056,574b29ba-56c2-48aa-a8a1-0cd881f61288,8fd5709d-74ea-4549-82db-4b0cca6ce586,partner,qualified,27.2,2026-09-01T16:48:39.743520+00:00,generated
565c0fc7-e72a-4895-9c7d-c11a6be7e6b0,LEAD-54DE54D5,574b29ba-56c2-48aa-a8a1-0cd881f61288,8fd5709d-74ea-4549-82db-4b0cca6ce586,partner,new,77.6,2026-09-01T16:48:39.743526+00:00,generated
60ad8025-c291-437c-a494-885a18a1a634,LEAD-6FF0DCD0,3e6c1e03-5424-4289-876f-badbf912f4ac,916e5989-b156-460d-97f3-ee43dd0b8704,event,disqualified,57.9,2026-09-01T16:48:39.743533+00:00,generated
a7c7e6fc-24ae-4342-b5ed-1e81f67a26fd,LEAD-23B57541,9ac327d6-67c5-4489-b00e-49b5a03c97e7,11d26a12-fbd7-4fab-a129-30a4b12a2caa,inbound_web,new,94.3,2026-09-01T16:48:39.743540+00:00,generated
551a8cd6-d6d8-47dc-a29d-8305ce91cb70,LEAD-16339007,9ac327d6-67c5-4489-b00e-49b5a03c97e7,11d26a12-fbd7-4fab-a129-30a4b12a2caa,inbound_web,converted,48.8,2026-09-01T16:48:39.743547+00:00,generated
87e2354f-f6ed-4483-9e87-cd8ac4581dfb,LEAD-D780BDEA,9ac327d6-67c5-4489-b00e-49b5a03c97e7,11d26a12-fbd7-4fab-a129-30a4b12a2caa,event,qualified,53.2,2026-09-01T16:48:39.743553+00:00,generated
bca9ac0d-c47e-4315-96c4-8d22786c6275,LEAD-5962F843,fcc13cf5-a9e0-4123-8cb9-95a63efa50c6,796823cc-2a02-4ffe-b8e1-14b15fb0dd89,event,new,30.1,2026-09-01T16:48:39.743560+00:00,generated
