id,external_id,territory_code,name,parent_territory_id,region,segment,source_system,created_at,effective_start_date,effective_end_date
8b3f967d-891a-4c79-b470-ed95723292e4,TERR-001,T-001,North America,,North America,Enterprise,generated,2026-07-01T20:19:10.093450+00:00,2024-07-01,
d8946832-135b-49f7-97fa-0bfcce26a8f0,SUBTERR-001-01,T-001-S01,North America Subregion 1,8b3f967d-891a-4c79-b470-ed95723292e4,North America,Enterprise,generated,2026-07-01T20:19:10.093466+00:00,2024-07-01,
e8e96dc8-b874-45e7-9682-f17607777f70,SUBTERR-001-02,T-001-S02,North America Subregion 2,8b3f967d-891a-4c79-b470-ed95723292e4,North America,Enterprise,generated,2026-07-01T20:19:10.093473+00:00,2024-07-01,
e8203d66-cfd7-46a3-82c4-ccbd335a3b96,SUBTERR-001-03,T-001-S03,North America Subregion 3,8b3f967d-891a-4c79-b470-ed95723292e4,North America,Enterprise,generated,2026-07-01T20:19:10.093480+00:00,2024-07-01,
623db51f-7c99-455c-b89f-b39546dbca2f,SUBTERR-001-04,T-001-S04,North America Subregion 4,8b3f967d-891a-4c79-b470-ed95723292e4,North America,Mid-Market,generated,2026-07-01T20:19:10.093486+00:00,2024-07-01,
eed18ae8-c10d-4905-88bc-2ae97f2c5e11,TERR-002,T-002,EMEA,,EMEA,Enterprise,generated,2026-07-01T20:19:10.093492+00:00,2024-07-01,
305af9ca-aa03-4a52-be64-13e6fb83d5be,SUBTERR-002-01,T-002-S01,EMEA Subregion 1,eed18ae8-c10d-4905-88bc-2ae97f2c5e11,EMEA,Mid-Market,generated,2026-07-01T20:19:10.093498+00:00,2024-07-01,
667157d8-aa03-462a-9314-44006671b766,SUBTERR-002-02,T-002-S02,EMEA Subregion 2,eed18ae8-c10d-4905-88bc-2ae97f2c5e11,EMEA,Mid-Market,generated,2026-07-01T20:19:10.093504+00:00,2024-07-01,
db1094f4-f89a-41da-a870-0925cde6f9ea,SUBTERR-002-03,T-002-S03,EMEA Subregion 3,eed18ae8-c10d-4905-88bc-2ae97f2c5e11,EMEA,Mid-Market,generated,2026-07-01T20:19:10.093510+00:00,2024-07-01,
b0b781b1-3fd9-45a3-b8b7-b521e5cd295e,SUBTERR-002-04,T-002-S04,EMEA Subregion 4,eed18ae8-c10d-4905-88bc-2ae97f2c5e11,EMEA,Mid-Market,generated,2026-07-01T20:19:10.093515+00:00,2024-07-01,
bc9f28bf-8761-4355-a819-a2346d417fb2,TERR-003,T-003,APAC,,APAC,Enterprise,generated,2026-07-01T20:19:10.093520+00:00,2024-07-01,
fe99beb8-f395-42ce-98e0-8e8a54707636,SUBTERR-003-01,T-003-S01,APAC Subregion 1,bc9f28bf-8761-4355-a819-a2346d417fb2,APAC,Enterprise,generated,2026-07-01T20:19:10.093526+00:00,2024-07-01,
98f89cc2-0ec0-4166-b50a-0b58dd102cb0,SUBTERR-003-02,T-003-S02,APAC Subregion 2,bc9f28bf-8761-4355-a819-a2346d417fb2,APAC,Mid-Market,generated,2026-07-01T20:19:10.093532+00:00,2024-07-01,
b2b0503c-2380-4632-9a90-ac608bdd36f0,SUBTERR-003-03,T-003-S03,APAC Subregion 3,bc9f28bf-8761-4355-a819-a2346d417fb2,APAC,Enterprise,generated,2026-07-01T20:19:10.093538+00:00,2024-07-01,
50647bec-cbeb-4b00-b594-a2de01f65682,SUBTERR-003-04,T-003-S04,APAC Subregion 4,bc9f28bf-8761-4355-a819-a2346d417fb2,APAC,Enterprise,generated,2026-07-01T20:19:10.093543+00:00,2024-07-01,
97336dee-7cfb-4b35-9c10-e4eece0bce69,TERR-004,T-004,LATAM,,LATAM,Enterprise,generated,2026-07-01T20:19:10.093548+00:00,2024-07-01,
c48d02a1-34e7-4966-9660-382a3ed6c0f5,SUBTERR-004-01,T-004-S01,LATAM Subregion 1,97336dee-7cfb-4b35-9c10-e4eece0bce69,LATAM,Mid-Market,generated,2026-07-01T20:19:10.093553+00:00,2024-07-01,
c3330418-e689-4b13-a103-d11eecf76d08,SUBTERR-004-02,T-004-S02,LATAM Subregion 2,97336dee-7cfb-4b35-9c10-e4eece0bce69,LATAM,SMB,generated,2026-07-01T20:19:10.093559+00:00,2024-07-01,
69a1071b-a779-4cf2-aa05-46392822d1ae,SUBTERR-004-03,T-004-S03,LATAM Subregion 3,97336dee-7cfb-4b35-9c10-e4eece0bce69,LATAM,SMB,generated,2026-07-01T20:19:10.093565+00:00,2024-07-01,
c158c21b-1c84-469a-9691-b23fce1f7903,SUBTERR-004-04,T-004-S04,LATAM Subregion 4,97336dee-7cfb-4b35-9c10-e4eece0bce69,LATAM,Mid-Market,generated,2026-07-01T20:19:10.093571+00:00,2024-07-01,
