id,deal_id,rep_id,type,outcome,notes,activity_date
3f157211-3169-439b-984e-1f3dc04eba42,547632dc-0d9d-4404-8cae-92cb35434456,2f57768e-edff-4eae-9153-eaeca2be9514,meeting,neutral,Realize fly because left sister right health buy teach hold just project.,2025-11-24T10:03:32.850250
e7428897-1f7b-4a87-9d30-f58acfdc5a76,547632dc-0d9d-4404-8cae-92cb35434456,2f57768e-edff-4eae-9153-eaeca2be9514,email,positive,Write for friend choice course ahead us senior something top several.,2026-07-18T06:01:22.865034
49ee4453-aea0-4467-8a99-c1ff75ffd31f,547632dc-0d9d-4404-8cae-92cb35434456,2f57768e-edff-4eae-9153-eaeca2be9514,email,no_response,Drop respond necessary somebody ball money indeed hundred leave free protect property professor single.,2026-06-09T17:53:39.091583
01995c38-8937-4e2a-bca2-d9cc84575660,547632dc-0d9d-4404-8cae-92cb35434456,2f57768e-edff-4eae-9153-eaeca2be9514,meeting,positive,Western thing reach ok short life than amount or near left Republican discuss.,2025-11-08T08:40:48.617040
4ae9a160-08d3-4eec-95ce-50554e981974,547632dc-0d9d-4404-8cae-92cb35434456,2f57768e-edff-4eae-9153-eaeca2be9514,demo,no_response,Chance make let school woman likely lose likely kitchen single grow always personal property pretty.,2026-07-04T14:17:00.474425
82394047-2268-42d9-a726-5ec261352dd6,547632dc-0d9d-4404-8cae-92cb35434456,2f57768e-edff-4eae-9153-eaeca2be9514,email,positive,Point increase exist lead change democratic minute fly discover.,2025-12-26T15:12:49.370995
2f956ac7-8e8b-4c2a-b241-66a6fd749fa3,3c48cfd6-4d6e-4e40-b746-90ec06a2704d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,demo,positive,Address Congress real hold by continue carry art.,2026-06-11T16:37:11.865876
2c179c8c-3a76-4297-9f65-742757e6ee56,3c48cfd6-4d6e-4e40-b746-90ec06a2704d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,follow_up,positive,Stay indeed perform baby but continue really but success themselves evening receive ask smile staff.,2026-08-09T11:23:14.376700
23bd53e6-e68a-457a-a96e-bd092b0181ac,3c48cfd6-4d6e-4e40-b746-90ec06a2704d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,follow_up,positive,He bag apply herself sport risk myself blood control husband young.,2026-08-15T10:38:03.636641
c8afccec-c86c-4008-9d28-f986500503e4,3c48cfd6-4d6e-4e40-b746-90ec06a2704d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,follow_up,positive,Either behind catch music follow street project long out class above discussion social somebody.,2026-04-07T10:26:07.019465
4bf8187a-281d-48f4-a03e-68896d34d70c,3c48cfd6-4d6e-4e40-b746-90ec06a2704d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,demo,negative,Remember really sell image several data difficult certainly.,2026-08-25T02:20:42.538113
b13eb548-72a4-467e-b2bd-cd2c166c52d6,3c48cfd6-4d6e-4e40-b746-90ec06a2704d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,email,positive,Fund education culture change man particularly region cause election allow benefit begin.,2026-06-12T03:40:26.862135
63d0890a-c17b-4ca6-8454-f25ccc76d052,c0123a49-b431-4e5c-a39d-3e4e3e58e558,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,call,negative,Safe raise would seem into leave line street serious real improve before.,2025-03-17T20:14:13.968839
d1de22e7-cb22-4350-a12c-8d04d6814b8b,c0123a49-b431-4e5c-a39d-3e4e3e58e558,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,demo,negative,Beyond respond tough property cause lay collection politics strong when interest.,2024-05-24T09:40:02.576136
4f9dace0-393a-4fd7-ad03-20cb0a99909f,c0123a49-b431-4e5c-a39d-3e4e3e58e558,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,email,negative,Officer action collection night message star pick key around enough success people sing still become.,2025-08-06T20:30:44.334250
dd6e16a4-7d00-44c4-89d9-8b0602ca0251,c0123a49-b431-4e5c-a39d-3e4e3e58e558,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,email,neutral,Several in piece feel break seat quite image.,2025-07-26T21:48:32.128135
6ec2abc3-45ca-436e-baab-33e2066968d8,5509b39e-6687-4a8a-843f-49f0fdf52913,fc933254-1509-4dc5-9dbf-67455f3bd728,demo,no_response,Himself station this section read throughout hospital.,2026-09-01T08:15:27.619164
de7004af-f5dd-4fe0-9bf8-4b34a7ae5fb4,5509b39e-6687-4a8a-843f-49f0fdf52913,fc933254-1509-4dc5-9dbf-67455f3bd728,call,neutral,Ability red interview try dog kid from their modern man traditional which with fall window.,2026-09-01T10:30:05.744847
