rep_id,period,mrr_new,mrr_expansion,mrr_contraction,mrr_churn,mrr_renewal,mrr_net,arr_start,arr_end
d446139e-1ade-41f0-b434-bfe1859dccfe,2023-10,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2023-11,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2023-12,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-01,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-02,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-03,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-04,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-05,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-06,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-07,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-08,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-09,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-10,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-11,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2024-12,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-03,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-04,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-10,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-11,0.0,0.0,0.0,0.0,0.0,0.0,4958.91,4958.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2025-12,28.07,2.25,0.0,0.0,0.0,30.32,4958.91,5322.75
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-01,28.07,0.0,0.0,0.0,38.77,66.84,5322.75,5659.59
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-02,28.07,0.0,0.0,0.0,38.77,66.84,5659.59,5996.43
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-03,28.07,0.0,0.0,0.0,38.77,66.84,5996.43,6333.27
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-04,28.07,0.0,0.0,-28.61,38.77,38.23,6333.27,6326.79
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-05,28.07,0.0,0.0,-28.61,38.77,38.23,6326.79,6320.31
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-06,66.8,5.74,0.0,-28.61,38.77,82.7,6320.31,6847.47
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-07,104.11,0.0,0.0,-56.85,38.77,86.03,6847.47,7414.59
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-08,217.22,0.0,0.0,-28.61,38.77,227.38,7414.59,9677.91
d446139e-1ade-41f0-b434-bfe1859dccfe,2026-09,217.22,0.0,0.0,-28.61,38.77,227.38,9677.91,11941.23
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2023-10,0.0,0.0,0.0,0.0,0.0,0.0,15127.16,15127.16
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2023-11,0.0,0.0,0.0,0.0,0.0,0.0,15127.16,15127.16
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2023-12,0.0,0.0,0.0,0.0,200.75,200.75,15127.16,15127.16
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-01,0.0,20.94,0.0,0.0,200.75,221.69,15127.16,15378.44
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-02,0.0,0.0,0.0,0.0,200.75,200.75,15378.44,15378.44
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-03,0.0,0.0,0.0,0.0,200.75,200.75,15378.44,15378.44
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-04,0.0,0.0,0.0,0.0,200.75,200.75,15378.44,15378.44
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-05,0.0,0.0,0.0,0.0,200.75,200.75,15378.44,15378.44
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-06,0.0,0.0,0.0,-104.17,200.75,96.58,15378.44,14128.4
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-07,0.0,0.0,0.0,-104.17,200.75,96.58,14128.4,12878.36
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-08,0.0,0.0,0.0,-104.17,200.75,96.58,12878.36,11628.32
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-09,0.0,0.0,0.0,-104.17,200.75,96.58,11628.32,10378.28
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-10,0.0,0.0,0.0,-104.17,200.75,96.58,10378.28,9128.24
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-11,0.0,0.0,0.0,-129.21,200.75,71.54,9128.24,7577.72
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-12,0.0,0.0,0.0,-104.17,0.0,-104.17,7577.72,6327.68
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-01,0.0,0.0,0.0,-104.17,0.0,-104.17,6327.68,5077.64
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-02,0.0,0.0,0.0,-104.17,0.0,-104.17,5077.64,3827.6
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-03,0.0,0.0,0.0,-104.17,0.0,-104.17,3827.6,2577.56
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-04,0.0,0.0,0.0,-104.17,0.0,-104.17,2577.56,1327.52
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-05,0.0,0.0,0.0,-104.17,0.0,-104.17,1327.52,77.48
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,77.48,77.48
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,77.48,77.48
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,77.48,77.48
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-09,0.0,0.0,0.0,0.0,84.48,84.48,77.48,77.48
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-10,96.83,0.0,0.0,0.0,84.48,181.31,77.48,1239.44
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-11,96.83,0.0,0.0,0.0,84.48,181.31,1239.44,2401.4
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-12,96.83,0.0,0.0,-23.51,84.48,157.8,2401.4,3281.24
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-01,96.83,0.0,0.0,0.0,84.48,181.31,3281.24,4443.2
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-02,178.2,0.0,0.0,-78.0,84.48,184.68,4443.2,5645.6
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-03,178.2,0.0,0.0,-78.0,84.48,184.68,5645.6,6848.0
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-04,178.2,0.0,0.0,-78.0,84.48,184.68,6848.0,8050.4
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-05,178.2,0.0,0.0,-78.0,180.78,280.98,8050.4,9252.8
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-06,178.2,0.0,0.0,-78.0,180.78,280.98,9252.8,10455.2
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-07,178.2,0.0,0.0,-78.0,180.78,280.98,10455.2,11657.6
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-08,178.2,0.0,0.0,-78.0,180.78,280.98,11657.6,12860.0
e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2026-09,178.2,0.0,0.0,-78.0,96.3,196.5,12860.0,14062.4
29452830-c830-41dc-bde2-225c35008a56,2023-10,0.0,0.0,0.0,0.0,317.84,317.84,18608.99,18608.99
29452830-c830-41dc-bde2-225c35008a56,2023-11,0.0,0.0,0.0,0.0,317.84,317.84,18608.99,18608.99
29452830-c830-41dc-bde2-225c35008a56,2023-12,0.0,0.0,0.0,-27.12,317.84,290.72,18608.99,18283.55
29452830-c830-41dc-bde2-225c35008a56,2024-01,0.0,0.0,0.0,-27.12,317.84,290.72,18283.55,17958.11
29452830-c830-41dc-bde2-225c35008a56,2024-02,0.0,0.0,0.0,-27.12,317.84,290.72,17958.11,17632.67
29452830-c830-41dc-bde2-225c35008a56,2024-03,0.0,0.0,0.0,-27.12,317.84,290.72,17632.67,17307.23
29452830-c830-41dc-bde2-225c35008a56,2024-04,0.0,0.0,0.0,-27.12,317.84,290.72,17307.23,16981.79
29452830-c830-41dc-bde2-225c35008a56,2024-05,0.0,0.0,0.0,-27.12,317.84,290.72,16981.79,16656.35
