rep_id,period,mrr_new,mrr_expansion,mrr_contraction,mrr_churn,mrr_renewal,mrr_net,arr_start,arr_end
3072876d-f481-473a-a2f9-7920a2f43361,2023-12,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-01,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-02,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-03,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-04,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-05,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-06,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-07,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-08,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-09,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-10,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-11,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2024-12,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-03,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-04,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-10,0.0,0.0,0.0,0.0,0.0,0.0,29696.6,29696.6
3072876d-f481-473a-a2f9-7920a2f43361,2025-11,0.0,146.17,0.0,0.0,0.0,146.17,29696.6,31450.64
3072876d-f481-473a-a2f9-7920a2f43361,2025-12,118.74,156.28,0.0,0.0,0.0,275.02,31450.64,34750.88
3072876d-f481-473a-a2f9-7920a2f43361,2026-01,587.05,146.17,0.0,0.0,0.0,733.22,34750.88,43549.52
3072876d-f481-473a-a2f9-7920a2f43361,2026-02,587.05,146.17,0.0,0.0,0.0,733.22,43549.52,52348.16
3072876d-f481-473a-a2f9-7920a2f43361,2026-03,587.05,146.17,0.0,0.0,0.0,733.22,52348.16,61146.8
3072876d-f481-473a-a2f9-7920a2f43361,2026-04,587.05,146.17,0.0,0.0,0.0,733.22,61146.8,69945.44
3072876d-f481-473a-a2f9-7920a2f43361,2026-05,587.05,224.67,0.0,0.0,0.0,811.72,69945.44,79686.08
3072876d-f481-473a-a2f9-7920a2f43361,2026-06,587.05,320.69,0.0,0.0,0.0,907.74,79686.08,90578.96
3072876d-f481-473a-a2f9-7920a2f43361,2026-07,587.05,265.24,0.0,0.0,0.0,852.29,90578.96,100806.44
3072876d-f481-473a-a2f9-7920a2f43361,2026-08,587.05,265.24,0.0,0.0,0.0,852.29,100806.44,111033.92
3072876d-f481-473a-a2f9-7920a2f43361,2026-09,587.05,265.24,0.0,0.0,0.0,852.29,111033.92,121261.4
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2023-12,0.0,0.0,0.0,0.0,0.0,0.0,36523.24,36523.24
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2024-01,0.0,0.0,0.0,0.0,0.0,0.0,36523.24,36523.24
