rep_id,period,amount,account_id,deal_id,revenue_type,contract_term_months,recognition_start_date
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2025-11,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2025-11-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2025-12,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2025-12-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-01,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-01-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-02,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-02-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-03,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-03-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-04,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-04-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-05,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-05-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-06,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-06-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-07,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-07-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-08,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-08-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2026-09,5902.35,4e8b6031-344e-4356-a903-91dc89356daa,7672c534-190c-4776-bfb0-24ff7fdc1666,expansion,24,2026-09-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2024-08,4646.09,ee7a8393-f251-4771-97b7-477d034ee7c5,808f2d21-22fc-486c-8545-8851a32e38dc,expansion,12,2024-08-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2024-09,4646.09,ee7a8393-f251-4771-97b7-477d034ee7c5,808f2d21-22fc-486c-8545-8851a32e38dc,expansion,12,2024-09-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2024-10,4646.09,ee7a8393-f251-4771-97b7-477d034ee7c5,808f2d21-22fc-486c-8545-8851a32e38dc,expansion,12,2024-10-01
1ef60c0f-33de-4df6-8bf5-d57fe5f6cdc6,2024-11,4646.09,ee7a8393-f251-4771-97b7-477d034ee7c5,808f2d21-22fc-486c-8545-8851a32e38dc,expansion,12,2024-11-01
