id,user_id,manager_user_id,source_system,created_at
8f839332-d3c4-401c-ad67-ef196b146cba,95d66c5e-d396-4580-8db9-225550f0edd9,,generated,2026-09-02T17:47:12.445807+00:00
44e37291-cacb-4e27-a5ec-3c2b04019212,1ea42686-14bb-4ed5-a1ea-63479a29fbb1,95d66c5e-d396-4580-8db9-225550f0edd9,generated,2026-09-02T17:47:12.445811+00:00
09f88cf3-acce-4231-96c6-3f98ca083b0f,686088e7-85c1-4e23-9aee-ef370e8a4c96,95d66c5e-d396-4580-8db9-225550f0edd9,generated,2026-09-02T17:47:12.445814+00:00
49b753f7-ea71-411f-adef-d7e03749405c,39d941b1-974c-4bf8-b50e-097d461bd698,1ea42686-14bb-4ed5-a1ea-63479a29fbb1,generated,2026-09-02T17:47:12.445817+00:00
ad88af6c-1726-474d-890d-33ef3370716f,54cd6ec3-52ff-409d-9706-1d71cae99059,686088e7-85c1-4e23-9aee-ef370e8a4c96,generated,2026-09-02T17:47:12.445820+00:00
973f98ef-2f58-4d23-ad5b-c89f984fba92,b8041dd2-c08f-4797-9237-1560e1fbe587,1ea42686-14bb-4ed5-a1ea-63479a29fbb1,generated,2026-09-02T17:47:12.445823+00:00
f6213c0a-3475-4c8e-8444-da3fc3c5cf26,a08c9a3e-e0b2-4016-b012-c4a8640dac2c,686088e7-85c1-4e23-9aee-ef370e8a4c96,generated,2026-09-02T17:47:12.445826+00:00
b37b2bcb-de43-480f-9c0c-fe8aa06fe48b,c681153b-a38a-421d-aa5a-e454d7de9d83,1ea42686-14bb-4ed5-a1ea-63479a29fbb1,generated,2026-09-02T17:47:12.445829+00:00
4d18e298-aef7-45ec-98d2-fc82d5e2a73f,1f0ca9e5-9ab3-465b-aee6-43a85c30b1b7,686088e7-85c1-4e23-9aee-ef370e8a4c96,generated,2026-09-02T17:47:12.445832+00:00
cc1b237d-5417-4b82-9b3e-95eb3898b1e0,b27024de-093b-4584-9d94-50fcae45b111,1ea42686-14bb-4ed5-a1ea-63479a29fbb1,generated,2026-09-02T17:47:12.445835+00:00
bbef57a6-5678-4e7d-aeb3-8a43e0b4ecb2,965f0370-8af4-4e44-a867-9d0b56cc19c4,686088e7-85c1-4e23-9aee-ef370e8a4c96,generated,2026-09-02T17:47:12.445838+00:00
