rep_id,period,months_since_hire,ramp_factor,quota_at_ramp,full_quota,is_ramping
3072876d-f481-473a-a2f9-7920a2f43361,2026-09,53,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-08,52,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-07,51,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-06,50,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-05,49,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-04,48,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-03,47,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-02,46,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2026-01,45,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2025-12,44,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2025-11,43,1.0,50000.0,50000.0,false
3072876d-f481-473a-a2f9-7920a2f43361,2025-10,42,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-09,64,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-08,63,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-07,62,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-06,61,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-05,60,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-04,59,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-03,58,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-02,57,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2026-01,56,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2025-12,55,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2025-11,54,1.0,50000.0,50000.0,false
5df1bdd4-bd0c-4d1b-8184-16811d4bf499,2025-10,53,1.0,50000.0,50000.0,false
d4992c06-934d-4fbb-a32c-578342bada59,2026-09,74,1.0,50000.0,50000.0,false
d4992c06-934d-4fbb-a32c-578342bada59,2026-08,73,1.0,50000.0,50000.0,false
