id,rep_id,product_id,product_name,product_sku,is_primary,specialization,effective_start_date,effective_end_date,source_system,created_at
a53ebefe-401d-442c-9ea9-c3fa47b7ec37,a488066b-f5f7-4cbe-a836-43d11bcda709,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,true,oversight,2026-01-01,,generated,2026-07-01T20:34:22.619297+00:00
6f78ea52-631e-4df1-bf44-f579ec1b196e,a488066b-f5f7-4cbe-a836-43d11bcda709,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,false,oversight,2026-01-01,,generated,2026-07-01T20:34:22.619306+00:00
9e0e6819-b42a-4367-9a04-427989da921c,3c023c25-2678-4bea-92c5-7662f1a7ca75,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619315+00:00
f1be0efd-337f-4e74-b253-9d190eeead68,3c023c25-2678-4bea-92c5-7662f1a7ca75,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619323+00:00
5648fd69-9757-4838-a3bd-80becfbd7e9e,3c023c25-2678-4bea-92c5-7662f1a7ca75,38f6d880-213e-4925-b42a-82cbd2434219,Growth Package,SAAS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619331+00:00
633fa7f5-3744-4a54-9279-b834b6553426,45729505-fc18-43ae-83d6-9e3928d4d5a1,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619339+00:00
3d2e73f9-1b89-4a18-983f-6f4a9b4d9901,45729505-fc18-43ae-83d6-9e3928d4d5a1,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619345+00:00
3e5d9563-fb20-4e2c-91db-b306b6c06c3d,45729505-fc18-43ae-83d6-9e3928d4d5a1,38f6d880-213e-4925-b42a-82cbd2434219,Growth Package,SAAS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619352+00:00
551ad500-57db-4290-a06d-0922ace1a5e0,523a6734-973b-43b1-8a23-01c7c905083a,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619364+00:00
39d317d6-44d8-424b-bf36-68836ae45e02,523a6734-973b-43b1-8a23-01c7c905083a,38f6d880-213e-4925-b42a-82cbd2434219,Growth Package,SAAS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619373+00:00
78156aea-ca5e-4b60-bb8b-b64b777f398b,523a6734-973b-43b1-8a23-01c7c905083a,c3dd5174-c8b5-4516-b98e-127b4cfa7558,Starter Plan,SAAS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619380+00:00
c3a137b7-1b11-4f5f-a0f9-3b0ead945588,523a6734-973b-43b1-8a23-01c7c905083a,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619388+00:00
4fa6be1b-6526-4dc4-8ae9-324aaa98717a,ceb899a0-18c2-424a-8e78-b74496ad1fe3,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619397+00:00
295b71d2-2a9e-475f-a14a-f433b4317dcf,ceb899a0-18c2-424a-8e78-b74496ad1fe3,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619404+00:00
e2f82b05-3f2e-4c8e-8c6f-0d88f0f5cacb,ceb899a0-18c2-424a-8e78-b74496ad1fe3,38f6d880-213e-4925-b42a-82cbd2434219,Growth Package,SAAS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619411+00:00
0a73a1f8-c7d1-4b93-91b5-32eb74fc1547,ceb899a0-18c2-424a-8e78-b74496ad1fe3,c3dd5174-c8b5-4516-b98e-127b4cfa7558,Starter Plan,SAAS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619418+00:00
20be3950-3a2e-4311-a36a-b783fe754ce1,92ca4f5e-3944-47e6-bdbc-e9a6ec783778,c3dd5174-c8b5-4516-b98e-127b4cfa7558,Starter Plan,SAAS-SKU-004,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619427+00:00
c6390d58-ee59-4ebe-8e2d-17eb27a3bc88,92ca4f5e-3944-47e6-bdbc-e9a6ec783778,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619435+00:00
ff04525f-3e96-4817-b89c-72ee87027431,92ca4f5e-3944-47e6-bdbc-e9a6ec783778,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619443+00:00
0d03ec9f-0484-4c2c-b0a4-ba9c291278a6,92ca4f5e-3944-47e6-bdbc-e9a6ec783778,38f6d880-213e-4925-b42a-82cbd2434219,Growth Package,SAAS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619449+00:00
e099b80e-36d6-4ebd-b46d-aa077aa12790,e4d095e6-f88c-41b4-9f30-3da49209a2dd,38f6d880-213e-4925-b42a-82cbd2434219,Growth Package,SAAS-SKU-003,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619457+00:00
42128507-a116-495d-bf8f-950b0595e17f,e4d095e6-f88c-41b4-9f30-3da49209a2dd,c3dd5174-c8b5-4516-b98e-127b4cfa7558,Starter Plan,SAAS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619464+00:00
0145f7a7-d156-45cd-bc3e-81911a87724a,e4d095e6-f88c-41b4-9f30-3da49209a2dd,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619470+00:00
3c84d6fd-33a6-4276-acf4-c955895993c6,e4d095e6-f88c-41b4-9f30-3da49209a2dd,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619477+00:00
401e1aa8-e9fe-4249-a075-7f565b96021b,31840926-ac4a-45ff-bb8a-1382837aa32b,622f7edf-d3a0-41fd-ac42-f878decafc41,Pro Platform,SAAS-SKU-002,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619485+00:00
73ccddd5-ec61-4766-8631-1c98a61141cf,31840926-ac4a-45ff-bb8a-1382837aa32b,38f6d880-213e-4925-b42a-82cbd2434219,Growth Package,SAAS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619492+00:00
475bce30-f6c5-41fb-af08-1cbfe73df243,31840926-ac4a-45ff-bb8a-1382837aa32b,c3dd5174-c8b5-4516-b98e-127b4cfa7558,Starter Plan,SAAS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619502+00:00
e1c15541-4a51-4e32-b7eb-8436178adc40,31840926-ac4a-45ff-bb8a-1382837aa32b,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619509+00:00
271561e5-5a51-4fde-aa0d-246920cf7419,8855c974-d62f-4d15-a655-0091e8a316de,ed652354-c59c-4f91-b7c8-9fef2186b016,Enterprise Suite,SAAS-SKU-001,true,primary_seller,2026-01-01,,generated,2026-07-01T20:34:22.619517+00:00
