id,sales_unit_id,user_id,credit_type,credit_percent,credit_amount,source_system,created_at
27b1682f-f74d-4200-b8ee-a6a03ca38a72,57c01d17-4d8d-4019-8283-44046a4cded0,965f0370-8af4-4e44-a867-9d0b56cc19c4,primary_ae,0.8406,119076.34,generated,2026-09-02T17:47:12.448852+00:00
7b8f0da0-6d0e-4778-a8cc-1bb7761ee4fc,57c01d17-4d8d-4019-8283-44046a4cded0,686088e7-85c1-4e23-9aee-ef370e8a4c96,sdr_sourced,0.1594,22580.02,generated,2026-09-02T17:47:12.448858+00:00
0e964e8b-67e8-4c6c-ad42-0eed5eda3f0f,c112f9cb-835b-4feb-b248-ad7f82ea3b64,965f0370-8af4-4e44-a867-9d0b56cc19c4,primary_ae,0.852,47501.57,generated,2026-09-02T17:47:12.448865+00:00
9b02881a-4129-4b17-b06f-89f856340ba8,c112f9cb-835b-4feb-b248-ad7f82ea3b64,b27024de-093b-4584-9d94-50fcae45b111,sdr_sourced,0.148,8251.45,generated,2026-09-02T17:47:12.448871+00:00
e221a353-dc6f-4234-95d1-90ebd75ca654,63c27b57-2a9e-4b84-a872-39f3d938a15d,54cd6ec3-52ff-409d-9706-1d71cae99059,primary_ae,0.8325,26376.72,generated,2026-09-02T17:47:12.448877+00:00
9454b9c8-938a-4127-b5bd-b5b4f660b143,63c27b57-2a9e-4b84-a872-39f3d938a15d,b27024de-093b-4584-9d94-50fcae45b111,sdr_sourced,0.1675,5307.03,generated,2026-09-02T17:47:12.448881+00:00
2f6aac30-0cbd-4a59-94be-558c94475164,ac4ea86f-11f8-4eba-98fb-c76e08b99f27,b27024de-093b-4584-9d94-50fcae45b111,primary_ae,0.8553,97048.15,generated,2026-09-02T17:47:12.448886+00:00
72e65c7b-40fc-4d99-b50a-09242fe47a12,ac4ea86f-11f8-4eba-98fb-c76e08b99f27,1f0ca9e5-9ab3-465b-aee6-43a85c30b1b7,sdr_sourced,0.1447,16418.65,generated,2026-09-02T17:47:12.448890+00:00
6147501e-cf5c-4f86-8c55-f2876c5d54b5,02ce2d80-a623-4b0f-9108-aee87d348d2d,965f0370-8af4-4e44-a867-9d0b56cc19c4,primary_ae,0.878,62478.27,generated,2026-09-02T17:47:12.448895+00:00
df5791b9-a1ef-4503-bc74-9434914c9e4c,02ce2d80-a623-4b0f-9108-aee87d348d2d,54cd6ec3-52ff-409d-9706-1d71cae99059,sdr_sourced,0.122,8681.49,generated,2026-09-02T17:47:12.448901+00:00
