id,user_id,plan_id,period,payout_amount,commission_rate,fallback_used,confidence,source_system,created_at
13823bfc-325e-41f8-a622-42e7c7e8c1ed,187c3355-2672-469a-9973-b101110cac66,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,0.00,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894582
efd8b0f5-1f7c-42a8-b6ca-03bfc3327fd4,22dcba8c-7d25-4c33-b087-c1981c4269ca,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,5329.19,0.130000,false,1.0000,generated,2026-07-01T20:00:17.894590
284ad237-9016-4e47-adac-283ef7cac10e,233ecbbc-4949-4f3f-8d53-10b707c62aac,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,74.06,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894593
1413ed50-121c-425a-86ed-bb769ef7c0fa,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,0.00,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894596
54d71358-5c21-4401-b057-0d1879015133,60eda1b7-56e0-479c-8d20-abbaacdfe066,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,0.00,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894598
ed4bf11e-6e13-48cb-a7d4-34a6bd926bcc,664cffe7-856e-4f94-ad56-e0f053d564f5,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,106.04,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894601
80eedfb2-65c5-4bd1-b409-c3bcb2fdbc36,76281a3e-edbf-40ac-817d-02677c136e35,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,0.00,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894603
a1c24085-18c0-43e6-ad9d-db0a8152c34f,9805ce25-bfd3-4eaf-8826-1974cd20948a,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,0.00,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894606
53cf1ccc-25f2-4d2d-8456-d12ddb6dca5a,a5232be2-2956-438d-98a1-3778969ad69b,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,0.00,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894609
789ca478-63a9-4e1b-a5c8-0bdd2484de38,a810ede3-bb80-469b-bb64-9ac0cf656cd7,5ce05abe-57be-436b-ba5f-1e4b4c14f656,2025-Q2,0.00,0.020000,false,1.0000,generated,2026-07-01T20:00:17.894611
