id,rep_id,product_id,product_name,product_sku,is_primary,specialization,effective_start_date,effective_end_date,source_system,created_at
c519c534-ccc5-4ff4-abdd-9bf1f902c5b3,8f6622df-c77a-4e88-a19d-4c4bc1661772,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,true,oversight,2026-01-01,,generated,2026-09-01T16:48:37.891261+00:00
07e21115-a871-4959-b763-95b41e3318e0,8f6622df-c77a-4e88-a19d-4c4bc1661772,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,false,oversight,2026-01-01,,generated,2026-09-01T16:48:37.891266+00:00
f5b27631-40fe-4b68-829d-b9bf9a63e29e,60a6708d-6583-4a02-821f-0753fd73ab00,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891271+00:00
fac34cac-3414-4726-a7c7-4a351c1e52d1,60a6708d-6583-4a02-821f-0753fd73ab00,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891275+00:00
a2e6ae4c-063e-4cef-9f9d-1d5a528148cd,60a6708d-6583-4a02-821f-0753fd73ab00,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891279+00:00
8490801b-5565-4e03-a42d-413407fd98a4,8caaa8ca-69fa-4924-906d-642d1b98e019,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891284+00:00
e2456510-1a81-4de4-ba0f-07b14f682b29,8caaa8ca-69fa-4924-906d-642d1b98e019,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891287+00:00
18fb7be0-f474-4700-81e5-f28549b370fc,8caaa8ca-69fa-4924-906d-642d1b98e019,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891292+00:00
fde2e352-4105-4365-8104-aa369e1b2149,9454ed17-4a77-4280-93f1-080b65699d5a,d6e3fb54-b00e-4095-83b8-2b50842bf3b1,Commercial Lines,INS-SKU-005,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891298+00:00
4e2d64aa-93f9-4348-85de-a1a631debaf1,9454ed17-4a77-4280-93f1-080b65699d5a,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891302+00:00
d322c2f0-8cc9-4a20-b160-c607fb02339d,9454ed17-4a77-4280-93f1-080b65699d5a,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891307+00:00
f198d9bc-4d93-4f5f-a7ea-412c4077bc9d,9454ed17-4a77-4280-93f1-080b65699d5a,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891311+00:00
7125316c-9ad4-4f96-908d-efd3f37476e0,3e7e796c-a084-440e-97d5-135b721f3e2f,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891316+00:00
d7103dc7-de02-4a5b-b2b0-85ca27e9bee5,3e7e796c-a084-440e-97d5-135b721f3e2f,995020ca-480b-468c-82f0-29e970ecb742,Property & Casualty,INS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891320+00:00
57ad14ad-3e71-4cfb-94b7-beaec3d2d711,3e7e796c-a084-440e-97d5-135b721f3e2f,d6e3fb54-b00e-4095-83b8-2b50842bf3b1,Commercial Lines,INS-SKU-005,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891324+00:00
ee6cbe33-991c-4444-aecb-2f3f37e5a5bb,3e7e796c-a084-440e-97d5-135b721f3e2f,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891328+00:00
fb1f3cf8-e6d8-43bd-8803-3a1a54e48f65,f4040e67-58f6-4870-a447-f5df54bd90ed,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891333+00:00
baa7592a-07f2-46c4-91a2-eabaa38078f8,f4040e67-58f6-4870-a447-f5df54bd90ed,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891338+00:00
cbf2dd24-3625-4ba9-aede-15943137b8e8,f4040e67-58f6-4870-a447-f5df54bd90ed,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891345+00:00
d839002a-1ed3-40b1-be27-a470d5395bb0,f4040e67-58f6-4870-a447-f5df54bd90ed,995020ca-480b-468c-82f0-29e970ecb742,Property & Casualty,INS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891349+00:00
933a22c5-9cb6-43a6-95a5-e70f81b223a3,15b4ba21-a596-4e13-a1e1-c68f2602f414,995020ca-480b-468c-82f0-29e970ecb742,Property & Casualty,INS-SKU-004,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891354+00:00
2de1fd59-09ce-4422-a1d0-abd11e988ff1,15b4ba21-a596-4e13-a1e1-c68f2602f414,d6e3fb54-b00e-4095-83b8-2b50842bf3b1,Commercial Lines,INS-SKU-005,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891358+00:00
5cb66672-ddcd-45ea-a059-8b711da0918d,15b4ba21-a596-4e13-a1e1-c68f2602f414,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891362+00:00
10d11cd8-1d0b-4ffb-8fa9-da418f5e1716,15b4ba21-a596-4e13-a1e1-c68f2602f414,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891366+00:00
0e1ec5e5-fd18-433d-87fb-cbe58c451aa4,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891370+00:00
c46c1995-2b9e-4230-8ade-063dbb364e0d,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891374+00:00
f1963ae0-b201-452b-9ba7-bf6d58f191e9,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,995020ca-480b-468c-82f0-29e970ecb742,Property & Casualty,INS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891378+00:00
951efaf5-af0a-4471-a9ed-19a11b7ed2fb,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,d6e3fb54-b00e-4095-83b8-2b50842bf3b1,Commercial Lines,INS-SKU-005,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891382+00:00
a4f33e39-52fc-4ca4-ba6b-48d9dc29d261,6e73bb15-6226-4fe0-ba64-22e193e22b81,d6e3fb54-b00e-4095-83b8-2b50842bf3b1,Commercial Lines,INS-SKU-005,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891387+00:00
54f611e3-29bc-463a-b88a-10de901afc6a,6e73bb15-6226-4fe0-ba64-22e193e22b81,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891391+00:00
d24e43b5-aaa9-41dc-a610-0abac149054f,6e73bb15-6226-4fe0-ba64-22e193e22b81,e0e5d4f3-881e-41c7-b394-446c7ba1485c,Whole Life Policy,INS-SKU-002,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891395+00:00
f482ba8e-165e-4082-b817-2437bbef36ef,6e73bb15-6226-4fe0-ba64-22e193e22b81,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891399+00:00
6b065ccb-bcf7-4e17-8584-ecdf119c2333,37c91720-936f-438f-91eb-d7375b79b897,3efa9eec-e35e-4e40-85ae-3e4482e659cc,Group Health Plan,INS-SKU-003,true,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891404+00:00
5bfb5f58-545f-42d8-9407-02aac4ac83fb,37c91720-936f-438f-91eb-d7375b79b897,995020ca-480b-468c-82f0-29e970ecb742,Property & Casualty,INS-SKU-004,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891409+00:00
c0632050-c934-407c-9613-1b0dd3c89b6d,37c91720-936f-438f-91eb-d7375b79b897,d6e3fb54-b00e-4095-83b8-2b50842bf3b1,Commercial Lines,INS-SKU-005,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891413+00:00
c8279a04-9103-425f-aac3-30517ef8f040,37c91720-936f-438f-91eb-d7375b79b897,43617724-3d77-4494-a504-af0524d07836,Term Life Policy,INS-SKU-001,false,primary_seller,2026-01-01,,generated,2026-09-01T16:48:37.891417+00:00
