id,sales_unit_id,user_id,credit_type,credit_percent,credit_amount,source_system,created_at
19fa7110-35f0-4f28-ab5c-9b60f815c134,6c1fe3b2-2128-4602-9420-6d1dbfe4594a,664cffe7-856e-4f94-ad56-e0f053d564f5,primary_ae,0.7124,208408.03,generated,2026-07-01T20:00:17.354339+00:00
86734762-5f25-46b6-8c09-4edfaf4a1f09,6c1fe3b2-2128-4602-9420-6d1dbfe4594a,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,sdr_sourced,0.1949,57016.74,generated,2026-07-01T20:00:17.354346+00:00
b9665209-4fa3-4ba8-b447-5866537bc6ad,6c1fe3b2-2128-4602-9420-6d1dbfe4594a,187c3355-2672-469a-9973-b101110cac66,overlay_specialist,0.0926,27089.53,generated,2026-07-01T20:00:17.354352+00:00
686e2bbf-5564-4008-9feb-7fbfed0edd5b,3bf20838-89a7-4b95-b0ef-9c312d8bb58d,a5232be2-2956-438d-98a1-3778969ad69b,primary_ae,0.7478,82013.36,generated,2026-07-01T20:00:17.354360+00:00
bfc915e4-8e9b-4ed7-93d7-0549d47c6f97,3bf20838-89a7-4b95-b0ef-9c312d8bb58d,76281a3e-edbf-40ac-817d-02677c136e35,sdr_sourced,0.1748,19170.82,generated,2026-07-01T20:00:17.354365+00:00
9bb8fad8-460f-482a-8545-e2b0e13fa0b0,3bf20838-89a7-4b95-b0ef-9c312d8bb58d,76281a3e-edbf-40ac-817d-02677c136e35,overlay_specialist,0.0774,8488.68,generated,2026-07-01T20:00:17.354369+00:00
053092f9-8c3d-4ee3-8036-7bff843d3f4a,b65e56dc-915c-4b40-8ff8-b3d0d3964536,a810ede3-bb80-469b-bb64-9ac0cf656cd7,primary_ae,0.7441,58332.69,generated,2026-07-01T20:00:17.354376+00:00
97c886fd-97b8-494f-bd94-702dc19c2486,b65e56dc-915c-4b40-8ff8-b3d0d3964536,60eda1b7-56e0-479c-8d20-abbaacdfe066,sdr_sourced,0.1724,13515.06,generated,2026-07-01T20:00:17.354381+00:00
df2a7ed8-e50f-4e12-9b89-59401f8d9ee6,b65e56dc-915c-4b40-8ff8-b3d0d3964536,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,overlay_specialist,0.0835,6545.87,generated,2026-07-01T20:00:17.354385+00:00
3607ac8b-5e72-4f50-b960-af17cb3ce4f7,dfd84e93-7f9e-4e16-b974-764634f77079,664cffe7-856e-4f94-ad56-e0f053d564f5,primary_ae,0.7892,166327.29,generated,2026-07-01T20:00:17.354391+00:00
49e44f70-f4d4-478f-b69d-efb49b52cf6a,dfd84e93-7f9e-4e16-b974-764634f77079,76281a3e-edbf-40ac-817d-02677c136e35,sdr_sourced,0.1345,28346.45,generated,2026-07-01T20:00:17.354395+00:00
b333715e-634f-4112-a006-20753dd0a070,dfd84e93-7f9e-4e16-b974-764634f77079,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,overlay_specialist,0.0763,16080.55,generated,2026-07-01T20:00:17.354400+00:00
3540e928-5bba-4ed6-ab58-25d80adee9bd,8bac0d34-f0d7-4911-9fcb-1d129e8ad6d6,187c3355-2672-469a-9973-b101110cac66,primary_ae,0.7924,163826.14,generated,2026-07-01T20:00:17.354406+00:00
693ea28e-309b-4a7e-88ef-1383e8a7ff87,8bac0d34-f0d7-4911-9fcb-1d129e8ad6d6,9805ce25-bfd3-4eaf-8826-1974cd20948a,sdr_sourced,0.1401,28965.22,generated,2026-07-01T20:00:17.354410+00:00
8bd0312a-4d1a-437d-bba7-190027aea0cf,8bac0d34-f0d7-4911-9fcb-1d129e8ad6d6,9805ce25-bfd3-4eaf-8826-1974cd20948a,overlay_specialist,0.0675,13955.41,generated,2026-07-01T20:00:17.354415+00:00
7934046b-c4a7-478c-892e-6c75ce24187e,894a59e5-8c30-4a98-99cb-1bfbf91dc1f6,cd8a7970-e312-4693-a019-a99869206cc0,primary_ae,0.7475,175261.21,generated,2026-07-01T20:00:17.354420+00:00
2daf65d5-8b22-413f-92f1-c853fdde31b1,894a59e5-8c30-4a98-99cb-1bfbf91dc1f6,60eda1b7-56e0-479c-8d20-abbaacdfe066,sdr_sourced,0.1668,39108.46,generated,2026-07-01T20:00:17.354425+00:00
1c98ace0-883d-4e72-b67d-9969dbee8919,894a59e5-8c30-4a98-99cb-1bfbf91dc1f6,187c3355-2672-469a-9973-b101110cac66,overlay_specialist,0.0858,20116.94,generated,2026-07-01T20:00:17.354429+00:00
6a11bf14-8037-4ee4-ae81-8345b24d7ba6,3530d7c6-c4cb-4999-96c3-e911ccdbb05e,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,primary_ae,0.7557,28689.87,generated,2026-07-01T20:00:17.354435+00:00
e50c1031-fc00-47aa-ae33-113923ad7afb,3530d7c6-c4cb-4999-96c3-e911ccdbb05e,22dcba8c-7d25-4c33-b087-c1981c4269ca,sdr_sourced,0.156,5922.48,generated,2026-07-01T20:00:17.354439+00:00
6e84f1e3-7d52-466a-9d09-77b9a1e3967f,3530d7c6-c4cb-4999-96c3-e911ccdbb05e,76281a3e-edbf-40ac-817d-02677c136e35,overlay_specialist,0.0882,3348.48,generated,2026-07-01T20:00:17.354444+00:00
2ad019ce-17ba-4004-b512-0bbbe04e1895,21c308ed-551f-4f00-a775-b7fa14087fdf,233ecbbc-4949-4f3f-8d53-10b707c62aac,primary_ae,0.7629,50956.2,generated,2026-07-01T20:00:17.354449+00:00
84fae50c-2dfb-47c5-ad31-6af7d68c6a38,21c308ed-551f-4f00-a775-b7fa14087fdf,60eda1b7-56e0-479c-8d20-abbaacdfe066,sdr_sourced,0.1697,11334.73,generated,2026-07-01T20:00:17.354454+00:00
2d1ab42d-cad3-4cc7-a2c2-7ec81be93f18,21c308ed-551f-4f00-a775-b7fa14087fdf,22dcba8c-7d25-4c33-b087-c1981c4269ca,overlay_specialist,0.0674,4501.83,generated,2026-07-01T20:00:17.354458+00:00
5933fc1f-a479-4e76-9e16-88ed080d0a5c,6c644ab3-dd4b-4b49-a1b9-85d6320a7ef2,233ecbbc-4949-4f3f-8d53-10b707c62aac,primary_ae,0.7274,133736.32,generated,2026-07-01T20:00:17.354464+00:00
9eb87fc1-eb59-4d64-8729-219c56823fb3,6c644ab3-dd4b-4b49-a1b9-85d6320a7ef2,9805ce25-bfd3-4eaf-8826-1974cd20948a,sdr_sourced,0.1728,31770.19,generated,2026-07-01T20:00:17.354469+00:00
019b52c5-06e8-407e-9381-986f01d89e33,6c644ab3-dd4b-4b49-a1b9-85d6320a7ef2,187c3355-2672-469a-9973-b101110cac66,overlay_specialist,0.0998,18348.76,generated,2026-07-01T20:00:17.354473+00:00
1457ec67-7b7d-4fac-b2f2-ce9bd546aee3,4f4210be-4e1f-468e-a696-e9cf2b9ddc46,664cffe7-856e-4f94-ad56-e0f053d564f5,primary_ae,0.7582,140331.72,generated,2026-07-01T20:00:17.354479+00:00
34805673-af05-4f3d-a940-00a978ea3bf0,4f4210be-4e1f-468e-a696-e9cf2b9ddc46,60eda1b7-56e0-479c-8d20-abbaacdfe066,sdr_sourced,0.1588,29391.56,generated,2026-07-01T20:00:17.354483+00:00
ddcd2cdb-6fb2-4ffb-b972-e8ce1193fd68,4f4210be-4e1f-468e-a696-e9cf2b9ddc46,187c3355-2672-469a-9973-b101110cac66,overlay_specialist,0.083,15362.08,generated,2026-07-01T20:00:17.354487+00:00
fa9ada7b-094e-41c4-aa96-2d07d96c9476,f126822e-26f3-4380-a9fb-46ecd9a4f95d,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,primary_ae,0.7625,26905.75,generated,2026-07-01T20:00:17.354493+00:00
acf6531c-42a5-4ccc-8cf9-bc56a22fed39,f126822e-26f3-4380-a9fb-46ecd9a4f95d,664cffe7-856e-4f94-ad56-e0f053d564f5,sdr_sourced,0.1551,5472.89,generated,2026-07-01T20:00:17.354498+00:00
1d092a55-cf81-4c5b-93d3-db6312b2cb79,f126822e-26f3-4380-a9fb-46ecd9a4f95d,22dcba8c-7d25-4c33-b087-c1981c4269ca,overlay_specialist,0.0823,2904.06,generated,2026-07-01T20:00:17.354502+00:00
167509f0-249d-4f45-8f82-7e8ee0bfdb32,18589d31-ad9c-41d6-b02a-031261ca2e64,664cffe7-856e-4f94-ad56-e0f053d564f5,primary_ae,0.7658,171801.23,generated,2026-07-01T20:00:17.354507+00:00
136a898c-bf9f-4d56-a5b7-1a56b235de6a,18589d31-ad9c-41d6-b02a-031261ca2e64,233ecbbc-4949-4f3f-8d53-10b707c62aac,sdr_sourced,0.1736,38945.8,generated,2026-07-01T20:00:17.354511+00:00
16f1d1ad-5954-49c6-a69f-a5b38e41e442,18589d31-ad9c-41d6-b02a-031261ca2e64,cd8a7970-e312-4693-a019-a99869206cc0,overlay_specialist,0.0606,13595.14,generated,2026-07-01T20:00:17.354516+00:00
f4288c1d-042e-4476-9663-c5551a3e346f,7ce95817-392a-47f1-bced-0509e3297d9f,a5232be2-2956-438d-98a1-3778969ad69b,primary_ae,0.8297,206682.46,generated,2026-07-01T20:00:17.354522+00:00
f28d11ba-464d-4bcc-94c9-cb7593030284,7ce95817-392a-47f1-bced-0509e3297d9f,22dcba8c-7d25-4c33-b087-c1981c4269ca,sdr_sourced,0.1093,27227.18,generated,2026-07-01T20:00:17.354527+00:00
b35a0c35-eb39-4f03-b6b2-d56bf5a6a78f,7ce95817-392a-47f1-bced-0509e3297d9f,cd8a7970-e312-4693-a019-a99869206cc0,overlay_specialist,0.061,15195.41,generated,2026-07-01T20:00:17.354531+00:00
ed0b0c78-2916-497f-bffb-b3ca5b9bb5e7,eec9b409-4a7d-4bce-8790-7f5ca355a628,76281a3e-edbf-40ac-817d-02677c136e35,primary_ae,0.758,198216.64,generated,2026-07-01T20:00:17.354536+00:00
d8cc62c6-9af5-4e3f-9868-a4167a5077cd,eec9b409-4a7d-4bce-8790-7f5ca355a628,60eda1b7-56e0-479c-8d20-abbaacdfe066,sdr_sourced,0.1817,47514.46,generated,2026-07-01T20:00:17.354540+00:00
46c39ea6-cfdf-4da3-b51b-ae68af4f8f43,eec9b409-4a7d-4bce-8790-7f5ca355a628,22dcba8c-7d25-4c33-b087-c1981c4269ca,overlay_specialist,0.0603,15768.42,generated,2026-07-01T20:00:17.354545+00:00
798c653c-bdc2-4ba8-ba25-fe1ebeb89fd2,3ca8541e-2c4f-46cc-a873-0530d20bd770,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,primary_ae,0.7331,34702.33,generated,2026-07-01T20:00:17.354550+00:00
0927ef2d-0a87-4fc6-b022-39176239d032,3ca8541e-2c4f-46cc-a873-0530d20bd770,60eda1b7-56e0-479c-8d20-abbaacdfe066,sdr_sourced,0.1828,8653.1,generated,2026-07-01T20:00:17.354556+00:00
f06a660a-652c-465a-925a-dd1f1873e2ac,3ca8541e-2c4f-46cc-a873-0530d20bd770,76281a3e-edbf-40ac-817d-02677c136e35,overlay_specialist,0.084,3976.26,generated,2026-07-01T20:00:17.354561+00:00
90038a8c-75aa-4434-bb85-9da0084e9ec9,c322d7d0-06af-4f5d-8076-e22406bdaed3,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,primary_ae,0.8074,237674.11,generated,2026-07-01T20:00:17.354566+00:00
3f06a4dc-2038-41f0-9ee8-1c1736da886b,c322d7d0-06af-4f5d-8076-e22406bdaed3,a5232be2-2956-438d-98a1-3778969ad69b,sdr_sourced,0.1025,30172.9,generated,2026-07-01T20:00:17.354570+00:00
cbdba498-b088-495d-9a34-0b2ec9ec84b0,c322d7d0-06af-4f5d-8076-e22406bdaed3,a810ede3-bb80-469b-bb64-9ac0cf656cd7,overlay_specialist,0.0901,26522.71,generated,2026-07-01T20:00:17.354574+00:00
573bc662-0f0a-478a-8877-4ecf7bcc2c95,77b053f0-91e4-479e-b2ba-5d7e774f622e,a810ede3-bb80-469b-bb64-9ac0cf656cd7,primary_ae,0.7565,70907.13,generated,2026-07-01T20:00:17.354580+00:00
85103b17-9530-4c06-9677-b9bb3ff4b493,77b053f0-91e4-479e-b2ba-5d7e774f622e,22dcba8c-7d25-4c33-b087-c1981c4269ca,sdr_sourced,0.1585,14856.29,generated,2026-07-01T20:00:17.354585+00:00
a2cf8e7a-9fa3-4b54-9cfa-c424ebf45e87,77b053f0-91e4-479e-b2ba-5d7e774f622e,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,overlay_specialist,0.085,7967.09,generated,2026-07-01T20:00:17.354590+00:00
