id,user_id,manager_user_id,source_system,created_at
2674ca0b-0eb9-4a5f-8986-ba596d94dce8,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,,generated,2026-09-01T16:48:37.891070+00:00
3a3fb2a8-c830-46d0-aa3d-6342210e5633,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,generated,2026-09-01T16:48:37.891074+00:00
e67b38ed-59a5-43a3-a510-7037f23f80a6,3fa0c96e-f7b7-454e-9094-77c12fa0030e,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,generated,2026-09-01T16:48:37.891077+00:00
bbd7b7cd-aae8-41f4-879b-c64efbfa92ae,bf84db92-020a-48f4-bdbf-f9828a18d72b,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,generated,2026-09-01T16:48:37.891080+00:00
94620d4a-e33c-4195-bdfc-2a88f601531f,9b16b660-0add-42e7-a321-a131c4a5b395,3fa0c96e-f7b7-454e-9094-77c12fa0030e,generated,2026-09-01T16:48:37.891083+00:00
62b198bb-454b-474b-8371-1baadb132f3e,269a9f1c-64ea-4af1-8740-cc13abcbe124,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,generated,2026-09-01T16:48:37.891086+00:00
319c0da5-8e7a-4395-adcc-8aec81a6fcef,5f639e69-6d32-423e-895b-3e1dd7525b75,3fa0c96e-f7b7-454e-9094-77c12fa0030e,generated,2026-09-01T16:48:37.891089+00:00
393e86fc-075a-49a9-aafd-63d3124f14fa,f3f282e3-55d2-4963-b51a-1d8605534d9b,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,generated,2026-09-01T16:48:37.891092+00:00
6dd0e45f-b2ef-41ba-81a2-24a1897a21ad,c1baa71f-9473-4f4a-b498-627c56e9da49,3fa0c96e-f7b7-454e-9094-77c12fa0030e,generated,2026-09-01T16:48:37.891095+00:00
04409f7a-f3b6-4d2c-8a50-6b105f702d5b,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,generated,2026-09-01T16:48:37.891099+00:00
