rep_id,period,months_since_hire,ramp_factor,quota_at_ramp,full_quota,is_ramping
a33f5b72-3754-4c7d-a770-fb8205f226e0,2026-07,51,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2026-06,50,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2026-05,49,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2026-04,48,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2026-03,47,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2026-02,46,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2026-01,45,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2025-12,44,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2025-11,43,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2025-10,42,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2025-09,41,1.0,50000.0,50000.0,false
a33f5b72-3754-4c7d-a770-fb8205f226e0,2025-08,40,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2026-07,62,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2026-06,61,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2026-05,60,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2026-04,59,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2026-03,58,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2026-02,57,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2026-01,56,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2025-12,55,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2025-11,54,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2025-10,53,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2025-09,52,1.0,50000.0,50000.0,false
c260e256-cef6-40a3-a3af-1cc136e02508,2025-08,51,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2026-07,72,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2026-06,71,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2026-05,70,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2026-04,69,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2026-03,68,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2026-02,67,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2026-01,66,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2025-12,65,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2025-11,64,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2025-10,63,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2025-09,62,1.0,50000.0,50000.0,false
23971210-c45e-4043-886c-f69c92eedf22,2025-08,61,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-07,54,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-06,53,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-05,52,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-04,51,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-03,50,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-02,49,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-01,48,1.0,50000.0,50000.0,false
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-12,47,1.0,50000.0,50000.0,false
