rep_id,period,amount,account_id,deal_id,revenue_type,contract_term_months,recognition_start_date
9454ed17-4a77-4280-93f1-080b65699d5a,2025-11,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2025-11-01
9454ed17-4a77-4280-93f1-080b65699d5a,2025-12,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2025-12-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-01,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-01-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-02,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-02-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-03,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-03-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-04,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-04-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-05,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-05-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-06,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-06-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-07,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-07-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-08,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-08-01
9454ed17-4a77-4280-93f1-080b65699d5a,2026-09,5986.36,09c35006-40e8-4852-8ccb-14615da65d7d,957f27ea-e176-4c28-b381-e45ed9f2e194,renewal,36,2026-09-01
37c91720-936f-438f-91eb-d7375b79b897,2026-05,6532.8,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,59f52d0a-b44f-49e2-9825-d126cba7c912,expansion,12,2026-05-01
37c91720-936f-438f-91eb-d7375b79b897,2026-06,6532.8,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,59f52d0a-b44f-49e2-9825-d126cba7c912,expansion,12,2026-06-01
37c91720-936f-438f-91eb-d7375b79b897,2026-07,6532.8,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,59f52d0a-b44f-49e2-9825-d126cba7c912,expansion,12,2026-07-01
37c91720-936f-438f-91eb-d7375b79b897,2026-08,6532.8,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,59f52d0a-b44f-49e2-9825-d126cba7c912,expansion,12,2026-08-01
37c91720-936f-438f-91eb-d7375b79b897,2026-09,6532.8,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,59f52d0a-b44f-49e2-9825-d126cba7c912,expansion,12,2026-09-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2024-09,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2024-09-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2024-10,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2024-10-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2024-11,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2024-11-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2024-12,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2024-12-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-01,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-01-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-02,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-02-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-03,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-03-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-04,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-04-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-05,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-05-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-06,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-06-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-07,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-07-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-08,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-08-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-09,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-09-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-10,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-10-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-11,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-11-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2025-12,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2025-12-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2026-01,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2026-01-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2026-02,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2026-02-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2026-03,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2026-03-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2026-04,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2026-04-01
3e7e796c-a084-440e-97d5-135b721f3e2f,2026-05,6114.72,b5654b07-e926-459e-bd36-4cc757275234,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,expansion,36,2026-05-01
