id,external_id,opportunity_id,account_id,owner_user_id,booked_date,amount,currency,source_system,created_at
0b918a4b-9399-473a-bdd0-d271b0920e56,SU-957f27ea,957f27ea-e176-4c28-b381-e45ed9f2e194,09c35006-40e8-4852-8ccb-14615da65d7d,bf84db92-020a-48f4-bdbf-f9828a18d72b,2025-11-03,215508.88,USD,generated,2026-09-01T16:48:37.893538+00:00
8484e3a2-fa33-49e7-8ef5-9456378bb89f,SU-59f52d0a,59f52d0a-b44f-49e2-9825-d126cba7c912,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,2026-05-13,78393.61,USD,generated,2026-09-01T16:48:37.893543+00:00
5200c6e4-4d08-4303-af86-c4fec8c1951c,SU-5f7a9360,5f7a9360-8cba-42fe-bad9-9cc8589be03f,92242ffe-d079-47cd-bfb9-35b5fe06ac53,5f639e69-6d32-423e-895b-3e1dd7525b75,2026-11-16,210754.29,USD,generated,2026-09-01T16:48:37.893549+00:00
83074ac4-5a26-46ed-8615-8c3e31cf8b15,SU-fb98a822,fb98a822-99d4-4162-8ea1-3b6fc0eaf7ee,b5654b07-e926-459e-bd36-4cc757275234,9b16b660-0add-42e7-a321-a131c4a5b395,2024-09-15,220129.96,USD,generated,2026-09-01T16:48:37.893552+00:00
6cde0cad-3b5e-4b32-bfba-b15cad4d8c80,SU-cb798bd8,cb798bd8-2d5d-46bc-a99d-c822ea3cf39b,bae529ba-e182-4e43-81b2-950478b48221,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,2024-01-16,63362.05,USD,generated,2026-09-01T16:48:37.893556+00:00
bd0752cf-a932-4f4f-be28-3bdcad47025d,SU-86a4ded6,86a4ded6-a15f-4dfd-a230-6f63ec3cb24e,a1a94535-5824-41a4-8f17-7d71063c2708,f3f282e3-55d2-4963-b51a-1d8605534d9b,2026-02-24,94033.74,USD,generated,2026-09-01T16:48:37.893559+00:00
46bf9158-85fc-46a0-a994-1354d3af227c,SU-96fe94b8,96fe94b8-3a32-4e2f-9088-225a186bc7e5,91ae2fc2-0f56-4f0f-ae42-6a0f05d0d688,f3f282e3-55d2-4963-b51a-1d8605534d9b,2025-11-05,62819.91,USD,generated,2026-09-01T16:48:37.893563+00:00
ba0757ce-57a2-4ace-b3f6-57097c26b705,SU-18a839f7,18a839f7-2e48-4c9b-8ffc-27e666cb042b,27260fa6-cda0-482a-a064-57cf871ebafc,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,2026-07-25,39698.93,USD,generated,2026-09-01T16:48:37.893566+00:00
f4cd7ae9-eb59-4f40-8e29-3b7bdf485df7,SU-da385c00,da385c00-d5de-4159-a947-c25e225245b0,3af97d4d-d6a6-48cf-9345-c1cef532f1f3,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,2024-12-14,99430.24,USD,generated,2026-09-01T16:48:37.893570+00:00
c9686755-6ba7-440d-90b4-0bf85fcf9be7,SU-edcb1e59,edcb1e59-2c53-4c62-b5ba-1f361631c906,4ebc6370-616f-4a04-9bfc-ab235ebd4c7a,bf84db92-020a-48f4-bdbf-f9828a18d72b,2026-04-24,261499.52,USD,generated,2026-09-01T16:48:37.893573+00:00
3d13b3d8-be21-4e32-a5b2-551d5fbbc409,SU-36697146,36697146-5b15-42d6-aa26-ac5d757fb7be,cd172079-7a21-4d91-b75f-e053282aabf5,f3f282e3-55d2-4963-b51a-1d8605534d9b,2025-06-08,119269.4,USD,generated,2026-09-01T16:48:37.893577+00:00
ec0bd8ba-ea12-40c9-b553-55b5f29811fc,SU-38d2488f,38d2488f-fda3-4962-b7b8-d16f96823852,707abf81-be35-4a22-81cb-a7ebde06331f,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,2024-02-13,148474.45,USD,generated,2026-09-01T16:48:37.893580+00:00
f0e6dc03-aea7-4eae-ae93-12a7eb5cf4aa,SU-02885724,02885724-ecef-4d2c-ab4d-48530e4f01f6,ed2a7e47-fa73-4b74-8994-3d504863447a,3fa0c96e-f7b7-454e-9094-77c12fa0030e,2026-01-28,164934.38,USD,generated,2026-09-01T16:48:37.893584+00:00
4f08ea3e-290e-4d35-b7f5-db35fce3fa32,SU-2b9c7868,2b9c7868-6f37-4e62-8459-d38796b2bc79,98d944ed-e5bd-4ade-a0a9-ec09b62ea863,c1baa71f-9473-4f4a-b498-627c56e9da49,2026-07-12,292745.78,USD,generated,2026-09-01T16:48:37.893587+00:00
a43a4bfd-362d-4171-ab17-6b2f0af62a7b,SU-be3135f6,be3135f6-c43a-4918-aae3-a9da31e2bf32,68692788-93ee-462f-a68c-e9ab710f0d24,f3f282e3-55d2-4963-b51a-1d8605534d9b,2023-11-29,266849.42,USD,generated,2026-09-01T16:48:37.893591+00:00
c1fa841f-c269-42e9-86a2-141103b1f41d,SU-57680133,57680133-10b6-4c41-8862-47f584786f84,cd95be2c-8579-45bf-a8bb-25e1302f94f3,c1baa71f-9473-4f4a-b498-627c56e9da49,2024-04-15,245577.46,USD,generated,2026-09-01T16:48:37.893594+00:00
ab9ab86c-e187-4f12-91f6-88b396858d29,SU-06e0d2ee,06e0d2ee-a2e6-42a8-8513-3ea2ff7cead6,cd95be2c-8579-45bf-a8bb-25e1302f94f3,9b16b660-0add-42e7-a321-a131c4a5b395,2025-07-22,142944.47,USD,generated,2026-09-01T16:48:37.893597+00:00
8a111e7f-b964-4c14-8273-09784f1572f8,SU-0944298b,0944298b-643c-402e-b0a0-b6d8fd58b72e,56200b11-c589-468c-9185-7792fced4d1a,f3f282e3-55d2-4963-b51a-1d8605534d9b,2025-02-06,158328.41,USD,generated,2026-09-01T16:48:37.893600+00:00
01f8b189-53ec-4d46-8d9b-7875e8037bd1,SU-28afaaef,28afaaef-b852-4e0a-9902-c2e85880e7e6,962a4109-eb67-401e-83bb-b8bb0a2f118a,5f639e69-6d32-423e-895b-3e1dd7525b75,2025-01-06,53021.73,USD,generated,2026-09-01T16:48:37.893604+00:00
104c4108-c12b-445b-87d3-335000643c76,SU-3efb48d3,3efb48d3-46eb-44d3-b42a-9b09bd2512ea,be3dd724-012a-4cc7-99e9-6113a120917f,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,2025-06-20,82469.81,USD,generated,2026-09-01T16:48:37.893607+00:00
0185bbac-0057-49a6-82d0-c1379ce393c3,SU-4ca2aa7e,4ca2aa7e-34a1-48ca-881d-d2ff1cb7d3f9,56200b11-c589-468c-9185-7792fced4d1a,5f639e69-6d32-423e-895b-3e1dd7525b75,2026-08-13,137814.41,USD,generated,2026-09-01T16:48:37.893611+00:00
31cba57a-9568-4701-9b4f-902beac98f5b,SU-5ceffbce,5ceffbce-1595-4a8c-a443-b40a50bbe8d0,707abf81-be35-4a22-81cb-a7ebde06331f,f3f282e3-55d2-4963-b51a-1d8605534d9b,2026-04-15,209012.58,USD,generated,2026-09-01T16:48:37.893614+00:00
d1abf8e6-2303-4c38-8698-75396b86708c,SU-e126d189,e126d189-ed21-4062-9bfb-ebbb5ea8fd7e,cd172079-7a21-4d91-b75f-e053282aabf5,9b16b660-0add-42e7-a321-a131c4a5b395,2026-02-02,109244.97,USD,generated,2026-09-01T16:48:37.893618+00:00
86d9420b-c2c4-44fc-ae66-4cd16b93d612,SU-740b5d76,740b5d76-3878-426b-bfcc-4c2dfeb8c816,68692788-93ee-462f-a68c-e9ab710f0d24,,2024-02-06,149800.18,USD,generated,2026-09-01T16:48:37.893621+00:00
827c4e6b-6a93-40b5-ac9e-05a52a6416b4,SU-8a83134a,8a83134a-28a1-4b0e-b320-789a887968b7,505c42c7-4f54-4783-baf9-d16b63a4e822,,2026-03-28,93968.76,USD,generated,2026-09-01T16:48:37.893625+00:00
a214f48a-d1d8-4577-abf1-069386a3617d,SU-362bb2aa,362bb2aa-bb07-4539-b329-b4761ce29c0c,f427c72b-3780-4f0a-ae1a-e8b3982a8c76,,2024-10-11,19026.55,USD,generated,2026-09-01T16:48:37.893628+00:00
f36b4b4a-7e49-4938-9201-9d11850b8881,SU-6f5dd10a,6f5dd10a-8a07-45e4-af68-df4e3f7f4992,61a7a0ff-6018-4172-86d4-cbf459fdc8f8,,2025-05-10,14761.02,USD,generated,2026-09-01T16:48:37.893631+00:00
c0665bc0-33c8-4dfc-993c-7d5a2c8e545f,SU-85f58b1d,85f58b1d-724c-4bc5-ae53-fe82586f4a3c,32180810-45d9-4d6f-9fa0-af15685d6dec,,2025-02-04,148175.98,USD,generated,2026-09-01T16:48:37.893634+00:00
2d487701-5a32-4ca3-b051-dd1f313f189b,SU-66a9c688,66a9c688-7823-494c-b84a-b203cba118c4,1f8daea3-bec5-45f3-a1d2-a1d8f4ad5a46,,2025-02-05,83969.15,USD,generated,2026-09-01T16:48:37.893638+00:00
852b2e17-f663-4a64-b601-b2c87b205b4e,SU-10ec3aea,10ec3aea-13b0-4610-8892-a590f2053faf,e75dcfe1-22a0-4d15-a6c2-7190a694a9cd,,2024-01-15,135671.58,USD,generated,2026-09-01T16:48:37.893641+00:00
4196a035-c0f9-473e-836e-d62910b10ed7,SU-431fe6b6,431fe6b6-7d09-4c49-82b5-a0bd3425d3a8,71e8a2c0-120d-4140-9fd9-1ece254b948e,,2026-02-25,102940.8,USD,generated,2026-09-01T16:48:37.893645+00:00
21b603e3-91e4-475c-af4b-7f156fa2616e,SU-9d11132b,9d11132b-46f9-4726-9dea-5d045d21a945,707abf81-be35-4a22-81cb-a7ebde06331f,,2024-10-06,173591.8,USD,generated,2026-09-01T16:48:37.893649+00:00
c89c8eeb-7608-4b8b-95b2-20b731003ad8,SU-d47d6417,d47d6417-47e8-499a-a4d5-84738077d248,4e44bc9f-dc6d-4096-b5b7-6c46d88a7f0c,,2025-03-06,41992.12,USD,generated,2026-09-01T16:48:37.893652+00:00
a4ce2cb5-e471-4016-b7ee-212d3b50a4fc,SU-35f1933b,35f1933b-6084-4464-8bc7-3098f8588103,707abf81-be35-4a22-81cb-a7ebde06331f,,2026-07-08,16951.87,USD,generated,2026-09-01T16:48:37.893655+00:00
3db4b26c-cc23-4c61-a83e-bbd96f2cf486,SU-7d661621,7d661621-c3a0-4197-b989-c1abb002d8c6,4e44bc9f-dc6d-4096-b5b7-6c46d88a7f0c,,2026-03-08,16604.5,USD,generated,2026-09-01T16:48:37.893658+00:00
ccb3da38-1486-42b3-af0a-8c1a48b6f584,SU-c17fc563,c17fc563-2445-4d66-a1af-7b06597417a7,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,,2025-09-04,47452.44,USD,generated,2026-09-01T16:48:37.893661+00:00
6b3d961b-a22e-4c0b-911e-32919d9caa74,SU-59f5bc98,59f5bc98-d497-4cde-8920-8ac623bbce96,cd172079-7a21-4d91-b75f-e053282aabf5,,2026-07-10,34982.39,USD,generated,2026-09-01T16:48:37.893665+00:00
77e7a0c9-9843-4b27-9ff8-2912144b54ec,SU-0e4ff8f1,0e4ff8f1-94c6-4af2-b4f9-4ff06923c243,505c42c7-4f54-4783-baf9-d16b63a4e822,,2026-05-18,44513.25,USD,generated,2026-09-01T16:48:37.893668+00:00
